PassengerId,Age,CryoSleep,Total_Spend,Transported
2201_01,32,False,3032,True
2202_01,51,False,1688,False
2203_01,43,False,2579,False
2204_01,25,True,0,True
2205_01,31,False,789,False
2206_01,13,False,943,False
2207_01,20,False,774,False
2209_01,29,False,1389,False
2210_01,16,True,0,False
2211_01,15,False,2727,True
2212_01,50,False,2175,False
2215_01,41,False,31076,True
2215_02,43,False,2468,True
2215_03,32,True,0,True
2215_04,36,False,3976,False
2219_01,18,True,0,True
2220_01,47,False,882,True
2221_01,29,True,0,True
2223_01,27,False,908,False
2224_01,14,False,804,True
2225_01,25,True,0,False
2228_01,63,False,1173,False
2229_01,22,False,739,False
2231_01,32,False,954,False
2232_01,31,False,689,False
2232_02,24,False,1360,False
2233_01,39,False,907,False
2234_01,20,True,0,True
2234_02,20,True,0,True
2234_03,19,False,0,False
2234_04,20,False,1913,False
2234_05,31,False,1052,False
2234_06,17,True,0,True
2234_07,24,False,2599,False
2235_01,27,False,742,False
2237_01,28,False,4735,True
2237_02,41,True,0,True
2238_01,25,True,0,True
2239_01,26,False,562,True
2241_01,27,False,2516,False
2243_01,22,False,769,True
2251_01,62,False,7336,False
2251_02,58,False,1172,False
2252_01,37,False,2328,False
2253_01,54,False,912,False
2254_01,26,False,713,False
2255_01,44,True,0,True
2255_02,34,True,0,True
2256_01,47,True,0,True
2257_01,27,False,4075,True
2257_02,22,True,0,True
2258_01,46,True,0,True
2261_01,29,False,885,True
2262_01,43,False,673,False
2263_01,42,False,804,False
2264_01,39,False,881,True
2266_01,30,False,1486,False
2267_01,43,False,3046,True
2268_01,19,True,0,False
2269_01,26,True,0,True
2270_01,46,False,1433,True
2272_01,3,False,0,True
2272_02,21,True,0,True
2272_03,1,False,0,True
2273_01,22,False,788,False
2274_01,27,True,0,True
2274_02,28,True,0,True
2275_01,36,False,911,False
2277_01,19,False,809,False
2278_01,18,True,0,True
2279_01,47,False,4195,False
2280_01,18,False,12727,False
2281_01,6,False,0,True
2282_01,20,False,923,False
2284_01,18,False,5916,False
2287_01,37,False,220,False
2288_01,22,False,1618,False
2289_01,37,False,2599,True
2291_01,6,False,0,False
2291_02,36,False,723,False
2291_03,46,False,1031,False
2295_01,75,False,2993,False
2295_02,37,False,696,False
2296_01,22,True,0,True
2298_01,33,False,688,False
2299_01,35,False,617,False
2300_01,19,False,8195,False
2300_02,34,False,6818,False
2301_01,23,False,1053,True
2301_02,37,False,1509,False
2301_03,24,False,1368,False
2302_01,54,False,7878,False
2303_01,52,False,1431,True
2305_01,60,True,0,False
2306_01,1,False,0,True
2306_02,27,False,0,True
2306_03,22,False,3900,False
2306_04,27,False,12152,True
2306_05,48,True,0,True
2306_06,47,False,1776,False
2308_01,25,True,0,True
2308_02,49,False,3947,False
2308_03,33,False,11141,False
2308_04,67,False,5320,True
2309_01,5,True,0,False
2310_01,60,True,0,True
2310_02,56,True,0,True
2310_03,59,False,6306,False
2310_04,44,True,0,True
2311_01,33,False,914,False
2312_01,28,True,0,False
2313_01,29,False,2366,False
2314_01,13,True,0,False
2315_01,34,True,0,True
2316_01,45,True,0,True
2317_01,39,False,908,False
2318_01,18,False,796,False
2319_01,57,True,0,False
2320_01,27,False,804,False
2321_01,25,True,0,True
2325_01,22,True,0,False
2327_01,32,False,5388,True
2329_01,29,True,0,True
2332_01,21,False,2165,False
2333_01,16,False,0,False
2336_01,45,True,0,True
2336_02,44,False,7570,False
2338_01,27,True,0,True
2338_02,26,False,871,False
2339_01,46,False,1347,False
2340_01,24,False,648,False
2341_01,15,False,785,True
2345_01,53,True,0,False
2347_01,28,False,635,False
2347_02,11,True,0,True
2347_03,7,True,0,False
2347_04,0,True,0,True
2347_05,15,True,0,True
2347_06,31,False,608,False
2347_07,9,False,0,False
2348_01,44,False,3958,False
2349_01,35,False,907,False
2353_01,30,False,5525,True
2353_02,13,False,880,False
2356_01,45,False,861,False
2356_02,4,True,0,True
2356_03,21,True,0,True
2357_01,20,False,1618,False
2360_01,24,True,0,True
2361_01,3,True,0,False
2361_02,29,False,792,True
2363_01,28,False,11846,True
2364_01,44,False,907,True
2365_01,50,True,0,True
2366_01,35,True,0,False
2367_01,19,False,645,False
2368_01,22,False,954,False
2369_01,30,False,923,False
2373_01,36,False,12670,False
2374_01,20,False,1896,True
2375_01,22,False,753,True
2376_01,22,False,703,False
2377_01,32,True,0,True
2379_01,35,False,872,False
2382_01,41,False,1357,False
2384_01,57,True,0,False
2384_02,3,True,0,False
2384_03,11,False,0,True
2384_04,4,False,0,True
2384_05,17,True,0,False
2384_06,30,True,0,False
2384_07,11,True,0,True
2385_01,23,False,1854,False
2387_01,58,False,1580,True
2389_01,22,False,722,False
2390_01,24,False,4179,False
2391_01,20,False,788,False
2392_01,37,True,0,True
2395_01,49,False,713,False
2396_01,46,False,1625,False
2396_02,30,False,884,False
2397_01,36,False,810,False
2398_01,21,False,829,False
2399_01,25,False,1173,False
2401_01,42,True,0,True
2402_01,13,True,0,False
2403_01,25,False,884,False
2404_01,29,False,4762,False
2404_02,17,True,0,True
2404_03,36,False,7729,True
2404_04,44,True,0,True
2406_01,18,True,0,True
2409_01,22,False,690,False
2409_02,22,True,0,True
2410_01,43,True,0,True
2411_01,29,False,2151,True
2412_01,24,True,0,True
2413_01,18,True,0,True
2414_01,42,False,7411,False
2416_01,43,False,1817,False
2417_01,32,False,887,False
2419_01,15,True,0,True
2421_01,22,False,0,True
2423_01,20,True,0,False
2424_01,34,False,1816,True
2426_01,70,True,0,True
2426_02,18,True,0,True
2427_01,26,True,0,True
2429_01,17,False,1106,False
2431_01,13,False,776,False
2432_01,19,False,79,False
2433_01,32,True,0,True
2435_01,33,False,2789,False
2436_01,21,False,799,False
2438_01,23,True,0,True
2439_01,24,False,777,True
2441_01,17,False,876,False
2442_01,34,True,0,True
2443_01,31,False,1955,False
2444_01,43,False,747,False
2445_01,43,False,790,False
2446_01,33,False,755,True
2449_01,28,True,0,True
2449_02,27,True,0,False
2449_03,7,True,0,True
2451_01,16,True,0,False
2452_01,42,False,717,False
2453_01,27,True,0,True
2454_01,19,False,801,False
2455_01,42,False,1997,False
2456_01,13,True,0,False
2457_01,16,True,0,True
2458_01,21,False,702,True
2460_01,28,True,0,True
2461_01,69,True,0,False
2462_01,15,True,0,False
2463_01,48,False,70,False
2466_01,42,False,959,False
2467_01,42,False,1059,False
2470_01,23,False,706,False
2470_02,26,False,543,False
2471_01,45,False,908,False
2472_01,30,False,790,False
2474_01,36,True,0,True
2475_01,27,False,7243,False
2476_01,35,False,1265,False
2477_01,21,True,0,True
2477_02,50,True,0,True
2478_01,52,True,0,False
2479_01,21,True,0,False
2480_01,41,False,699,False
2483_01,35,False,2789,False
2486_01,26,False,775,False
2486_02,17,False,1997,False
2488_01,69,False,5508,False
2489_01,27,True,0,True
2491_01,25,False,4707,False
2492_01,27,True,0,True
2496_01,25,False,724,False
2497_01,36,False,652,False
2498_01,14,False,990,False
2499_01,27,True,0,True
2500_01,22,False,1798,False
2502_01,24,False,889,False
2503_01,27,False,1288,False
2503_02,4,False,0,True
2505_01,19,False,787,False
2505_02,19,False,788,False
2506_01,38,False,13558,False
2506_02,39,True,0,True
2506_03,23,False,3687,False
2508_01,57,True,0,True
2508_02,18,True,0,True
2509_01,43,False,1154,False
2510_01,28,False,1467,True
2512_01,33,False,16060,False
2512_02,37,True,0,True
2513_01,28,False,711,False
2515_01,28,False,8453,False
2515_02,18,True,0,True
2516_01,29,False,809,False
2518_01,29,True,0,True
2518_02,28,True,0,True
2519_01,24,False,1291,True
2520_01,59,False,6827,False
2521_01,43,True,0,False
2522_01,20,True,0,True
2523_01,23,True,0,True
2524_01,27,True,0,True
2526_01,38,True,0,True
2527_01,38,True,0,True
2528_01,48,False,1161,True
2530_01,25,False,1925,False
2531_01,25,True,0,True
2532_01,24,False,2456,False
2532_02,69,True,0,True
2534_01,20,False,2071,False
2534_02,18,True,0,True
2535_01,28,True,0,False
2537_01,23,False,685,True
2540_01,24,False,1378,False
2541_01,44,False,4421,False
2542_01,29,False,1020,False
2544_01,6,False,0,True
2544_02,42,False,3895,False
2545_01,78,True,0,False
2546_01,36,False,828,False
2547_01,37,False,2964,False
2547_02,41,False,17160,True
2548_01,18,False,907,False
2549_01,62,False,1700,False
2549_02,0,False,0,True
2549_03,55,False,1289,False
2550_01,16,True,0,True
2551_01,32,False,723,False
2552_01,19,False,1128,True
2552_02,7,False,0,True
2552_03,4,False,0,True
2553_01,30,True,0,True
2555_01,24,True,0,True
2555_02,34,True,0,True
2557_01,30,True,0,True
2558_01,3,False,0,True
2558_02,32,False,0,True
2558_03,55,False,1325,True
2558_04,0,True,0,True
2559_01,51,False,4537,False
2560_01,0,True,0,True
2560_02,21,False,882,False
2560_03,2,False,0,False
2561_01,19,False,788,False
2562_01,24,True,0,True
2562_02,20,False,2598,False
2564_01,42,False,3125,True
2565_01,17,True,0,True
2565_02,32,False,1360,False
2571_01,28,False,784,True
2572_01,21,True,0,True
2572_02,56,True,0,True
2573_01,28,True,0,True
2574_01,42,False,803,False
2578_01,18,False,2757,False
2580_01,24,False,721,False
2581_01,20,False,786,False
2581_02,22,False,759,False
2582_01,22,False,785,False
2584_01,21,False,0,False
2588_01,28,False,913,True
2589_01,26,True,0,True
2589_02,50,True,0,True
2589_03,26,False,11757,False
2589_04,30,False,3577,False
2589_05,29,True,0,True
2590_01,8,False,0,False
2590_02,45,False,839,False
2590_03,35,True,0,True
2591_01,18,False,636,False
2591_02,23,False,817,False
2592_01,29,False,861,False
2592_02,18,False,3739,False
2593_01,28,False,881,False
2594_01,34,True,0,True
2595_01,0,False,0,True
2595_02,4,False,0,True
2595_03,28,False,1056,False
2595_04,8,False,0,True
2596_01,20,False,3362,False
2596_02,20,True,0,True
2597_01,25,True,0,True
2597_02,31,False,2902,False
2598_01,37,False,2476,False
2599_01,21,True,0,False
2601_01,24,True,0,True
2602_01,34,True,0,False
2602_02,0,False,0,True
2602_03,25,True,0,False
2605_01,43,True,0,True
2606_01,27,False,901,False
2606_02,45,False,900,False
2607_01,63,True,0,True
2607_02,17,True,0,True
2607_03,35,False,2451,True
2607_04,12,False,0,True
2609_01,27,True,0,True
2616_01,17,False,822,False
2617_01,32,False,528,False
2618_01,23,True,0,True
2619_01,17,False,2000,False
2622_01,34,False,560,False
2624_01,15,False,878,False
2625_01,14,True,0,True
2625_02,22,False,1620,False
2626_01,19,False,716,False
2627_01,40,False,688,False
2628_01,25,True,0,True
2628_02,51,False,2158,False
2629_01,22,False,807,False
2631_01,50,True,0,True
2633_01,26,False,0,False
2634_01,39,True,0,True
2635_01,18,False,1968,True
2636_01,22,False,808,False
2638_01,26,False,788,False
2640_01,19,False,1051,False
2641_01,16,True,0,False
2642_01,24,False,810,False
2643_01,34,False,867,False
2645_01,55,False,3710,True
2645_02,42,False,15601,False
2645_03,14,True,0,True
2645_04,28,False,6045,True
2645_05,26,True,0,True
2646_01,33,False,9834,False
2647_01,24,False,704,False
2648_01,23,False,809,False
2649_01,16,False,2717,False
2650_01,36,True,0,False
2651_01,44,True,0,True
2652_01,22,False,702,True
2655_01,30,True,0,False
2657_01,20,False,715,False
2658_01,21,False,2429,False
2659_01,14,False,0,True
2660_01,27,False,1217,False
2661_01,19,False,758,False
2661_02,21,True,0,True
2662_01,27,False,2663,False
2663_01,13,False,815,True
2664_01,71,True,0,True
2666_01,28,True,0,False
2666_02,18,False,2134,False
2668_01,23,False,2902,False
2668_02,34,False,705,False
2670_01,20,False,809,False
2671_01,17,False,797,False
2672_01,21,False,1277,False
2675_01,33,False,6802,True
2676_01,34,False,6790,True
2677_01,51,False,2338,False
2678_01,21,False,690,True
2679_01,27,True,0,False
2682_01,31,False,888,False
2683_01,36,False,1303,True
2684_01,39,False,21839,False
2685_01,26,False,907,False
2687_01,51,False,1390,True
2688_01,24,False,797,False
2690_01,27,False,719,True
2691_01,31,False,803,False
2692_01,24,False,716,False
2693_01,57,False,2979,False
2693_02,36,False,2195,False
2693_03,55,False,3133,False
2693_04,27,True,0,False
2695_01,18,False,955,False
2697_01,27,False,2384,False
2698_01,50,False,4588,False
2700_01,24,False,714,False
2701_01,20,True,0,True
2702_01,24,True,0,True
2703_01,18,False,627,False
2704_01,44,False,1527,False
2706_01,27,True,0,True
2707_01,58,False,3467,True
2707_02,29,True,0,True
2708_01,23,False,600,True
2709_01,3,True,0,True
2709_02,0,False,0,True
2709_03,33,False,2364,False
2709_04,12,False,0,True
2712_01,44,True,0,True
2713_01,20,True,0,True
2714_01,59,False,2057,False
2717_01,18,False,888,False
2718_01,72,True,0,True
2720_01,23,False,3560,False
2720_02,11,False,0,False
2720_03,1,True,0,True
2721_01,25,False,826,False
2722_01,25,True,0,True
2723_01,24,True,0,True
2723_02,54,False,6790,True
2724_01,17,True,0,True
2724_02,48,False,1286,False
2725_01,40,False,634,False
2726_01,2,True,0,False
2727_01,32,False,867,False
2729_01,15,True,0,True
2730_01,52,True,0,True
2730_02,16,False,2921,False
2730_03,16,True,0,True
2732_01,16,True,0,True
2732_02,6,False,0,False
2734_01,10,False,0,True
2736_01,27,False,1737,False
2737_01,45,False,2264,True
2737_02,26,False,6771,False
2738_01,29,False,1049,False
2739_01,38,True,0,True
2740_01,19,False,505,True
2741_01,43,False,1298,False
2743_01,15,False,759,False
2745_01,31,False,1821,False
2746_01,52,False,1119,False
2747_01,49,False,0,True
2748_01,29,False,691,True
2750_01,18,False,790,True
2751_01,41,True,0,True
2752_01,9,False,0,False
2752_02,27,True,0,False
2752_03,58,False,840,True
2753_01,39,False,907,False
2754_01,13,False,986,False
2755_01,36,True,0,True
2756_01,23,False,1141,False
2758_01,24,True,0,True
2759_01,33,False,994,False
2760_01,18,True,0,False
2760_02,2,True,0,False
2760_03,0,True,0,True
2762_01,36,False,885,False
2762_02,15,False,444,False
2763_01,31,False,859,True
2764_01,42,False,1588,True
2765_01,27,False,1503,False
2768_01,36,False,133,True
2768_02,0,False,0,False
2768_03,3,True,0,False
2769_01,22,False,1029,False
2770_01,56,False,1817,False
2772_01,23,False,757,False
2773_01,25,False,1056,False
2774_01,29,False,703,False
2774_02,17,False,1226,False
2774_03,13,False,967,False
2778_01,35,False,2715,True
2778_02,53,True,0,True
2780_01,24,False,716,False
2781_01,38,True,0,False
2783_01,21,True,0,True
2783_02,29,False,3029,False
2784_01,46,False,1721,True
2785_01,58,True,0,True
2786_01,53,False,689,True
2787_01,21,False,1176,False
2788_01,27,True,0,False
2789_01,31,True,0,False
2790_01,23,True,0,True
2790_02,41,False,6017,False
2790_03,29,False,2341,False
2790_04,54,False,4726,False
2790_05,43,False,10859,True
2792_01,36,True,0,True
2793_01,48,False,872,True
2795_01,34,False,5687,True
2795_02,42,False,4095,False
2796_01,17,False,863,False
2797_01,22,False,1345,False
2798_01,37,False,3527,False
2798_02,38,True,0,True
2799_01,21,False,884,False
2799_02,23,True,0,True
2801_01,27,False,17529,False
2802_01,23,False,2735,True
2805_01,19,False,634,False
2806_01,28,False,1182,False
2807_01,33,False,996,False
2807_02,24,True,0,False
2807_03,0,True,0,True
2809_01,41,True,0,True
2810_01,19,True,0,False
2811_01,44,False,871,False
2812_01,43,False,1307,True
2813_01,14,True,0,True
2814_01,18,True,0,True
2817_01,25,False,1159,False
2818_01,0,False,0,True
2818_02,4,True,0,True
2818_03,24,False,1148,True
2819_01,38,False,716,False
2820_01,44,True,0,True
2821_01,57,True,0,True
2822_01,3,True,0,True
2822_02,5,True,0,False
2822_03,3,True,0,True
2822_04,18,True,0,True
2822_05,8,True,0,False
2823_01,21,True,0,True
2824_01,35,True,0,True
2825_01,47,False,0,True
2826_01,28,False,4863,False
2826_02,49,False,13012,False
2831_01,23,False,2798,True
2831_02,19,False,2141,False
2832_01,34,False,787,False
2834_01,40,False,3511,True
2835_01,26,False,5792,False
2837_01,23,False,1922,False
2838_01,22,False,0,False
2839_01,51,False,4082,True
2840_01,44,False,692,False
2843_01,50,False,1014,False
2846_01,28,True,0,True
2847_01,13,True,0,True
2852_01,21,False,620,False
2853_01,20,False,924,True
2854_01,14,False,1515,False
2856_01,38,False,5064,False
2857_01,29,False,671,False
2858_01,36,True,0,True
2858_02,16,True,0,True
2858_03,40,True,0,True
2859_01,27,True,0,True
2860_01,18,False,1306,True
2861_01,17,False,761,True
2862_01,32,True,0,True
2863_01,27,False,852,False
2865_01,34,False,3015,False
2865_02,53,False,962,True
2866_01,36,True,0,True
2867_01,41,False,1719,False
2867_02,51,False,953,False
2869_01,61,True,0,True
2870_01,59,False,922,True
2871_01,17,True,0,True
2871_02,27,True,0,True
2872_01,57,False,1798,True
2873_01,39,False,2150,False
2875_01,55,True,0,True
2876_01,42,False,852,False
2877_01,36,False,803,False
2878_01,42,False,3701,True
2880_01,32,True,0,False
2881_01,6,False,0,False
2882_01,15,True,0,False
2883_01,28,False,1375,True
2884_01,37,False,912,False
2887_01,44,False,809,False
2888_01,71,False,2599,False
2890_01,44,False,3801,False
2890_02,36,True,0,True
2891_01,18,False,909,False
2892_01,3,False,0,True
2892_02,12,True,0,False
2892_03,0,True,0,True
2892_04,29,False,1311,False
2892_05,9,False,0,False
2893_01,27,False,1793,False
2894_01,24,False,688,False
2897_01,38,False,845,True
2899_01,28,False,1493,False
2900_01,26,True,0,True
2901_01,16,False,1001,False
2901_02,24,False,734,True
2902_01,33,False,883,False
2905_01,24,False,489,False
2906_01,29,False,812,False
2907_01,25,False,2019,True
2908_01,0,False,0,False
2908_02,13,False,918,False
2909_01,7,True,0,False
2910_01,32,False,736,False
2912_01,34,True,0,False
2913_01,49,False,2597,False
2919_01,43,False,2708,True
2919_02,0,False,0,True
2919_03,6,True,0,True
2920_01,23,False,748,True
2925_01,43,False,1158,True
2925_02,23,True,0,True
2926_01,43,False,1505,False
2927_01,41,True,0,True
2928_01,54,False,3701,False
2928_02,51,True,0,True
2928_03,44,True,0,True
2929_01,48,True,0,True
2930_01,45,False,882,False
2934_01,20,False,689,False
2935_01,33,False,7412,False
2936_01,21,False,446,False
2938_01,68,True,0,True
2940_01,23,False,683,True
2941_01,16,False,754,False
2942_01,35,False,879,False
2943_01,22,True,0,False
2944_01,51,False,802,False
2944_02,2,False,0,False
2944_03,29,True,0,False
2944_04,0,False,0,True
2945_01,39,True,0,True
2948_01,55,False,3675,True
2949_01,22,True,0,False
2950_01,20,False,689,False
2953_01,25,False,643,True
2954_01,18,False,652,True
2956_01,28,False,1833,False
2958_01,26,False,3137,False
2959_01,28,False,1548,False
2960_01,54,False,0,False
2961_01,56,False,778,False
2962_01,25,False,1360,False
2964_01,26,False,11481,False
2965_01,14,False,970,False
2966_01,21,False,826,True
2968_01,43,True,0,True
2969_01,37,False,807,False
2970_01,27,False,829,False
2971_01,38,False,3164,True
2972_01,14,False,1632,True
2975_01,20,False,595,False
2979_01,33,False,0,False
2982_01,33,True,0,True
2983_01,13,False,841,True
2984_01,37,False,4324,False
2986_01,15,False,9597,False
2988_01,33,False,6932,False
2990_01,24,True,0,True
2992_01,49,False,688,False
2993_01,24,False,2087,False
2994_01,24,False,790,False
2995_01,26,True,0,True
2995_02,40,True,0,True
2996_01,31,False,639,False
2998_01,47,False,5676,True
3000_01,19,False,737,False
3001_01,38,False,6361,False
3001_02,33,False,3310,True
3003_01,45,True,0,True
3004_01,1,True,0,True
3004_02,32,False,797,False
3005_01,70,True,0,True
3006_01,19,False,755,False
3009_01,55,True,0,True
3010_01,48,False,16113,False
3012_01,66,False,1194,False
3013_01,13,False,872,False
3014_01,40,False,8056,False
3015_01,35,False,1624,True
3018_01,32,False,690,False
3019_01,51,False,2099,False
3020_01,37,False,8979,False
3021_01,31,False,883,False
3021_02,37,False,2251,False
3022_01,38,False,7113,False
3022_02,19,False,3795,False
3023_01,33,True,0,True
3024_01,19,False,1939,True
3025_01,31,False,927,True
3025_02,43,False,704,False
3026_01,22,True,0,False
3027_01,24,True,0,False
3029_01,21,False,3104,False
3029_02,14,False,0,True
3030_01,30,False,5131,True
3030_02,22,True,0,True
3032_01,11,False,0,False
3032_02,4,True,0,False
3032_03,0,False,0,False
3032_04,30,False,1442,False
3033_01,21,False,1721,False
3034_01,40,False,0,False
3036_01,57,False,685,False
3038_01,35,False,1228,False
3039_01,32,False,0,False
3040_01,32,False,2623,False
3042_01,30,False,738,False
3044_01,69,False,716,False
3045_01,21,True,0,False
3047_01,17,True,0,True
3047_02,16,False,1049,False
3048_01,25,True,0,False
3050_01,25,False,5152,True
3053_01,52,False,11788,False
3054_01,13,False,966,False
3055_01,37,False,1127,False
3060_01,13,False,764,False
3060_02,45,False,3319,False
3060_03,55,False,0,False
3061_01,22,False,729,False
3061_02,39,False,1817,False
3062_01,35,False,808,False
3063_01,19,True,0,True
3063_02,7,True,0,True
3063_03,19,False,705,False
3064_01,21,True,0,True
3065_01,37,False,4072,True
3066_01,35,False,1609,False
3067_01,22,True,0,True
3068_01,62,False,839,False
3070_01,41,True,0,True
3071_01,16,True,0,True
3071_02,26,False,6052,False
3073_01,36,True,0,True
3076_01,27,True,0,True
3079_01,22,False,652,False
3080_01,40,False,824,False
3081_01,50,False,3332,True
3081_02,57,True,0,True
3082_01,15,False,1824,True
3083_01,23,False,3098,False
3084_01,60,True,0,True
3085_01,73,False,709,False
3087_01,35,False,0,True
3088_01,28,False,0,False
3090_01,27,False,6864,True
3091_01,14,False,9190,False
3091_02,26,True,0,True
3092_01,22,False,845,False
3093_01,22,False,3699,True
3095_01,71,False,2227,False
3096_01,25,False,827,True
3099_01,27,True,0,True
3100_01,1,False,0,False
3100_02,52,False,809,True
3100_03,0,True,0,True
3102_01,30,True,0,True
3103_01,52,False,16589,False
3104_01,12,False,0,True
3104_02,22,True,0,True
3110_01,24,False,715,True
3111_01,22,False,1182,False
3112_01,15,True,0,False
3113_01,21,True,0,True
3113_02,56,True,0,True
3114_01,50,False,1779,False
3116_01,20,False,804,False
3117_01,32,False,927,False
3118_01,28,True,0,False
3119_01,74,False,848,False
3120_01,25,True,0,True
3120_02,31,False,1048,False
3121_01,6,True,0,True
3123_01,17,True,0,True
3124_01,12,True,0,True
3124_02,47,False,1437,True
3124_03,46,True,0,True
3126_01,31,False,5542,True
3126_02,36,False,0,True
3128_01,15,False,4181,False
3130_01,38,False,1504,False
3131_01,48,True,0,True
3131_02,21,True,0,True
3131_03,4,True,0,True
3132_01,31,True,0,True
3133_01,31,False,534,False
3134_01,62,False,6035,True
3136_01,29,True,0,True
3138_01,30,False,3967,False
3140_01,26,False,955,False
3142_01,43,False,1225,False
3142_02,32,False,1158,False
3143_01,24,True,0,True
3145_01,49,True,0,True
3147_01,21,False,732,True
3149_01,18,False,809,True
3149_02,18,True,0,True
3152_01,14,True,0,False
3158_01,21,False,2708,False
3159_01,25,True,0,True
3161_01,56,False,5592,False
3162_01,0,False,0,True
3162_02,55,False,2414,False
3162_03,14,True,0,False
3163_01,13,False,1444,False
3163_02,43,False,1905,False
3164_01,39,True,0,False
3166_01,27,True,0,True
3168_01,24,False,559,True
3169_01,26,False,634,True
3171_01,22,True,0,True
3172_01,26,False,1357,False
3174_01,19,False,1790,True
3174_02,38,True,0,True
3175_01,38,True,0,True
3176_01,77,False,10624,True
3179_01,28,False,2840,False
3180_01,22,False,716,False
3181_01,20,False,791,False
3182_01,18,False,699,True
3184_01,10,False,0,True
3184_02,34,True,0,True
3185_01,43,False,1979,False
3188_01,31,True,0,False
3189_01,40,True,0,True
3189_02,25,False,1299,False
3191_01,68,True,0,True
3192_01,20,False,147,False
3193_01,27,False,1158,True
3195_01,1,False,0,False
3195_02,60,False,616,False
3195_03,28,False,706,True
3195_04,11,False,0,False
3195_05,0,False,0,False
3195_06,9,True,0,False
3196_01,38,False,2599,False
3197_01,18,False,588,False
3200_01,40,False,1457,False
3201_01,21,False,739,False
3203_01,24,True,0,False
3204_01,26,False,3344,False
3204_02,47,False,7883,False
3204_03,46,False,9473,False
3205_01,55,True,0,True
3206_01,50,False,887,False
3209_01,10,True,0,True
3210_01,17,False,3692,False
3210_02,20,False,4456,False
3210_03,37,False,5396,False
3211_01,24,False,2667,False
3211_02,43,False,888,False
3211_03,0,False,0,False
3212_01,24,False,1669,False
3213_01,22,False,1766,False
3215_01,14,True,0,True
3216_01,3,True,0,True
3216_02,22,True,0,True
3216_03,23,False,1609,True
3217_01,56,False,1014,False
3218_01,36,False,722,True
3218_02,58,False,574,False
3218_03,1,False,0,False
3219_01,39,True,0,False
3220_01,33,False,784,False
3221_01,19,False,616,False
3223_01,27,False,852,False
3224_01,33,False,1052,True
3225_01,17,True,0,True
3225_02,28,False,3690,True
3227_01,21,False,882,False
3229_01,45,False,3945,True
3230_01,62,True,0,True
3232_01,43,True,0,True
3235_01,27,False,1500,False
3236_01,1,True,0,True
3236_02,31,False,1448,False
3236_03,18,False,791,False
3237_01,21,False,1766,False
3237_02,7,False,0,True
3237_03,22,False,3362,False
3238_01,26,True,0,False
3239_01,30,True,0,True
3240_01,17,False,791,False
3241_01,27,True,0,False
3243_01,10,False,0,False
3247_01,25,False,788,False
3248_01,21,False,0,False
3252_01,53,False,2293,False
3253_01,21,False,753,False
3254_01,28,False,3994,True
3255_01,20,True,0,True
3256_01,54,True,0,True
3258_01,9,True,0,False
3259_01,20,False,1881,False
3260_01,19,False,864,False
3262_01,32,False,632,False
3268_01,22,False,0,False
3269_01,35,False,7986,True
3270_01,26,False,627,True
3271_01,51,True,0,False
3271_02,8,False,0,True
3272_01,40,False,895,True
3272_02,2,True,0,True
3273_01,19,True,0,False
3274_01,32,True,0,True
3274_02,16,False,1800,False
3274_03,64,False,908,False
3275_01,35,False,632,True
3276_01,33,False,1277,False
3279_01,9,False,0,True
3279_02,21,True,0,True
3279_03,28,True,0,True
3279_04,28,True,0,True
3280_01,31,True,0,True
3280_02,32,False,1359,False
3282_01,43,True,0,True
3282_02,60,True,0,True
3282_03,43,False,1675,True
3283_01,43,False,804,False
3283_02,19,False,697,False
3283_03,21,False,784,False
3283_04,38,False,846,False
3284_01,17,True,0,True
3284_02,29,True,0,True
3287_01,2,False,0,True
3287_02,22,False,770,True
3287_03,18,False,639,False
3289_01,16,True,0,True
3292_01,52,True,0,True
3292_02,52,False,16771,False
3292_03,14,True,0,True
3292_04,25,False,0,True
3292_05,34,True,0,True
3293_01,20,False,1468,True
3294_01,28,True,0,True
3294_02,27,True,0,False
3295_01,20,False,4393,False
3296_01,44,False,738,True
3297_01,64,False,1103,False
3298_01,27,False,902,True
3299_01,24,False,0,False
3300_01,38,True,0,True
3300_02,47,False,1774,False
3301_01,8,True,0,True
3301_02,1,False,0,True
3301_03,0,False,0,True
3301_04,20,False,0,True
3304_01,41,True,0,True
3305_01,35,True,0,False
3305_02,31,False,1264,False
3308_01,14,False,672,False
3309_01,25,False,812,False
3310_01,26,True,0,True
3311_01,26,False,2340,False
3312_01,30,False,4810,False
3313_01,49,True,0,True
3314_01,19,False,645,False
3315_01,15,False,2140,False
3317_01,27,False,1765,False
3318_01,39,False,1380,True
3318_02,32,True,0,True
3318_03,11,False,0,True
3318_04,44,True,0,True
3318_05,36,True,0,True
3319_01,56,False,908,False
3322_01,42,True,0,True
3323_01,40,True,0,True
3323_02,53,True,0,True
3324_01,31,True,0,True
3324_02,14,True,0,True
3325_01,31,True,0,True
3326_01,42,False,1523,False
3327_01,32,False,772,False
3328_01,34,False,901,False
3329_01,55,True,0,True
3330_01,42,False,1768,False
3331_01,40,False,803,True
3332_01,48,False,1954,False
3332_02,37,True,0,True
3332_03,17,True,0,True
3336_01,60,True,0,True
3337_01,19,True,0,True
3337_02,30,False,8152,False
3337_03,32,False,3886,False
3338_01,28,True,0,True
3339_01,26,True,0,False
3342_01,24,True,0,True
3343_01,47,True,0,False
3348_01,32,False,789,False
3349_01,73,True,0,True
