Source,Target,Amount
2970_01,FoodCourt,82
2971_01,FoodCourt,3135
2972_01,FoodCourt,1
2984_01,FoodCourt,210
2988_01,FoodCourt,1280
2993_01,FoodCourt,6
2996_01,FoodCourt,611
2998_01,FoodCourt,5252
3001_01,FoodCourt,1577
3001_02,FoodCourt,1001
3004_02,FoodCourt,53
3010_01,FoodCourt,8403
3012_01,FoodCourt,1
3013_01,FoodCourt,256
3014_01,FoodCourt,1390
3015_01,FoodCourt,1438
3018_01,FoodCourt,49
3020_01,FoodCourt,216
3021_01,FoodCourt,1
3022_01,FoodCourt,3331
3022_02,FoodCourt,329
3025_01,FoodCourt,788
3025_02,FoodCourt,8
3029_01,FoodCourt,878
3030_01,FoodCourt,2551
3032_04,FoodCourt,12
3033_01,FoodCourt,27
3044_01,FoodCourt,139
3050_01,FoodCourt,2342
3053_01,FoodCourt,2
3054_01,FoodCourt,77
3060_01,FoodCourt,2
3065_01,FoodCourt,2065
3068_01,FoodCourt,453
3081_01,FoodCourt,1547
3082_01,FoodCourt,30
3083_01,FoodCourt,587
3090_01,FoodCourt,6013
3091_01,FoodCourt,946
3095_01,FoodCourt,1284
3096_01,FoodCourt,1
3103_01,FoodCourt,7452
3120_02,FoodCourt,3
3124_02,FoodCourt,8
3126_01,FoodCourt,4018
3128_01,FoodCourt,57
3133_01,FoodCourt,140
3134_01,FoodCourt,4513
3138_01,FoodCourt,4
3142_01,FoodCourt,1117
3147_01,FoodCourt,427
3149_01,FoodCourt,730
3161_01,FoodCourt,323
3168_01,FoodCourt,7
3169_01,FoodCourt,350
3176_01,FoodCourt,9032
3180_01,FoodCourt,1
3181_01,FoodCourt,353
3185_01,FoodCourt,788
3195_02,FoodCourt,31
3200_01,FoodCourt,11
3201_01,FoodCourt,11
3204_01,FoodCourt,1653
3204_02,FoodCourt,3810
3204_03,FoodCourt,131
3210_01,FoodCourt,19
3210_02,FoodCourt,596
3210_03,FoodCourt,2804
3211_02,FoodCourt,233
3212_01,FoodCourt,264
3216_03,FoodCourt,1573
3217_01,FoodCourt,574
3218_01,FoodCourt,623
3224_01,FoodCourt,950
3225_02,FoodCourt,3281
3227_01,FoodCourt,15
3229_01,FoodCourt,2344
3236_02,FoodCourt,540
3236_03,FoodCourt,30
3240_01,FoodCourt,382
3247_01,FoodCourt,16
3254_01,FoodCourt,3315
3260_01,FoodCourt,165
3262_01,FoodCourt,632
3269_01,FoodCourt,5082
3270_01,FoodCourt,56
3274_02,FoodCourt,4
3276_01,FoodCourt,653
3280_02,FoodCourt,201
3282_03,FoodCourt,1440
3283_01,FoodCourt,16
3287_02,FoodCourt,2
3292_02,FoodCourt,6074
3293_01,FoodCourt,12
3295_01,FoodCourt,927
3297_01,FoodCourt,782
3305_02,FoodCourt,13
3308_01,FoodCourt,43
3311_01,FoodCourt,1638
3312_01,FoodCourt,1076
3318_01,FoodCourt,957
3319_01,FoodCourt,335
3331_01,FoodCourt,4
3332_01,FoodCourt,2
3337_02,FoodCourt,180
3348_01,FoodCourt,25
3350_01,FoodCourt,2126
3353_01,FoodCourt,216
3353_03,FoodCourt,5
3353_04,FoodCourt,4082
3353_05,FoodCourt,4494
3353_06,FoodCourt,1897
3359_01,FoodCourt,810
3360_01,FoodCourt,1429
3363_01,FoodCourt,52
3364_01,FoodCourt,372
3371_01,FoodCourt,3
3380_01,FoodCourt,17
3382_01,FoodCourt,18
3384_01,FoodCourt,56
3384_02,FoodCourt,46
3389_01,FoodCourt,1
3391_02,FoodCourt,1209
3392_01,FoodCourt,39
3394_01,FoodCourt,463
3397_01,FoodCourt,269
3403_01,FoodCourt,35
3406_01,FoodCourt,104
3406_02,FoodCourt,5971
3412_01,FoodCourt,12
3412_03,FoodCourt,6748
3415_01,FoodCourt,178
3417_01,FoodCourt,1376
3425_01,FoodCourt,1216
3426_01,FoodCourt,37
3428_02,FoodCourt,18481
3430_01,FoodCourt,193
3433_01,FoodCourt,1026
3438_02,FoodCourt,35
3439_04,FoodCourt,2
3440_01,FoodCourt,83
3444_01,FoodCourt,27071
3444_03,FoodCourt,649
3445_01,FoodCourt,760
3449_01,FoodCourt,4
3450_01,FoodCourt,4209
3450_02,FoodCourt,2834
3461_01,FoodCourt,377
3473_01,FoodCourt,880
3474_02,FoodCourt,952
3475_02,FoodCourt,590
3475_03,FoodCourt,8766
3476_04,FoodCourt,467
3480_01,FoodCourt,558
3483_01,FoodCourt,627
3485_01,FoodCourt,1855
3485_03,FoodCourt,3157
3486_01,FoodCourt,559
3488_02,FoodCourt,2333
3490_01,FoodCourt,3439
3490_02,FoodCourt,1347
3492_01,FoodCourt,630
3495_01,FoodCourt,10679
3495_02,FoodCourt,6229
3499_01,FoodCourt,5
3499_03,FoodCourt,1025
3514_01,FoodCourt,170
3520_01,FoodCourt,597
3533_01,FoodCourt,50
3534_01,FoodCourt,30
3537_01,FoodCourt,10
3539_01,FoodCourt,110
3543_01,FoodCourt,2804
3546_01,FoodCourt,10
3548_01,FoodCourt,1794
3552_01,FoodCourt,217
3562_01,FoodCourt,354
3566_01,FoodCourt,336
3568_01,FoodCourt,59
3570_01,FoodCourt,373
3573_01,FoodCourt,33
3576_01,FoodCourt,4
3577_01,FoodCourt,7
3582_01,FoodCourt,120
3584_01,FoodCourt,4
3592_01,FoodCourt,1
3592_02,FoodCourt,113
3597_01,FoodCourt,813
3609_01,FoodCourt,2052
3609_02,FoodCourt,325
3612_01,FoodCourt,790
3613_01,FoodCourt,733
3615_02,FoodCourt,753
3619_01,FoodCourt,2
3622_02,FoodCourt,3456
3625_01,FoodCourt,559
3628_01,FoodCourt,103
3630_01,FoodCourt,1
3634_01,FoodCourt,692
3639_01,FoodCourt,5151
3640_01,FoodCourt,695
3642_01,FoodCourt,335
3654_02,FoodCourt,398
3655_01,FoodCourt,432
3658_02,FoodCourt,2053
3662_01,FoodCourt,171
3671_01,FoodCourt,661
3674_01,FoodCourt,457
3680_01,FoodCourt,388
3686_01,FoodCourt,284
3690_01,FoodCourt,30
3692_01,FoodCourt,60
3699_02,FoodCourt,17432
3699_04,FoodCourt,3859
3700_01,FoodCourt,396
3703_02,FoodCourt,267
3704_01,FoodCourt,235
3705_01,FoodCourt,1
3707_01,FoodCourt,53
3714_01,FoodCourt,1652
3714_02,FoodCourt,397
3716_01,FoodCourt,2
3732_02,FoodCourt,8444
3732_04,FoodCourt,588
3733_01,FoodCourt,4
3735_01,FoodCourt,3846
3735_02,FoodCourt,787
3736_01,FoodCourt,5193
3739_01,FoodCourt,312
3743_01,FoodCourt,827
3744_01,FoodCourt,490
3745_01,FoodCourt,2
3747_01,FoodCourt,2576
3747_03,FoodCourt,3377
3751_01,FoodCourt,274
3752_01,FoodCourt,5
3753_01,FoodCourt,519
3758_01,FoodCourt,4
3761_01,FoodCourt,2196
3767_01,FoodCourt,280
3771_01,FoodCourt,828
3773_01,FoodCourt,257
3773_03,FoodCourt,552
3774_03,FoodCourt,117
3776_01,FoodCourt,407
3778_01,FoodCourt,21
3779_01,FoodCourt,677
3781_01,FoodCourt,960
3786_02,FoodCourt,4
3787_03,FoodCourt,75
3796_01,FoodCourt,26830
3804_01,FoodCourt,17
3812_01,FoodCourt,651
3817_01,FoodCourt,1
3818_01,FoodCourt,600
3821_01,FoodCourt,2
3822_01,FoodCourt,122
3824_01,FoodCourt,51
3832_01,FoodCourt,614
3835_01,FoodCourt,897
3838_01,FoodCourt,580
3839_01,FoodCourt,4
3841_01,FoodCourt,31
3842_01,FoodCourt,89
3847_01,FoodCourt,2050
3848_01,FoodCourt,314
3849_01,FoodCourt,253
3850_01,FoodCourt,257
3850_03,FoodCourt,6130
3850_06,FoodCourt,1565
3851_01,FoodCourt,4415
3853_01,FoodCourt,6
3856_01,FoodCourt,754
3862_05,FoodCourt,981
3862_06,FoodCourt,667
3874_01,FoodCourt,218
3874_02,FoodCourt,1556
3883_02,FoodCourt,3060
3894_01,FoodCourt,525
3896_01,FoodCourt,4387
3911_01,FoodCourt,1
3912_01,FoodCourt,28
3913_01,FoodCourt,93
3913_02,FoodCourt,2
3916_01,FoodCourt,881
3917_01,FoodCourt,690
3921_01,FoodCourt,42
3924_01,FoodCourt,47
3927_01,FoodCourt,1258
3927_02,FoodCourt,1249
3928_01,FoodCourt,1300
3931_01,FoodCourt,218
3937_01,FoodCourt,588
3950_01,FoodCourt,11153
3958_01,FoodCourt,12
3959_01,FoodCourt,80
3962_02,FoodCourt,1203
3966_01,FoodCourt,275
3967_01,FoodCourt,55
3971_01,FoodCourt,821
3976_01,FoodCourt,7164
3981_01,FoodCourt,270
3987_01,FoodCourt,2183
3991_01,FoodCourt,3
3997_01,FoodCourt,83
3998_01,FoodCourt,4826
3999_01,FoodCourt,1017
4001_05,FoodCourt,847
4005_02,FoodCourt,83
4006_05,FoodCourt,704
4014_01,FoodCourt,456
4014_02,FoodCourt,3238
4016_01,FoodCourt,542
4018_01,FoodCourt,1
4019_01,FoodCourt,377
4020_01,FoodCourt,1470
4023_01,FoodCourt,355
4033_01,FoodCourt,7167
4036_01,FoodCourt,61
4050_01,FoodCourt,1302
4055_01,FoodCourt,34
4058_01,FoodCourt,442
4060_01,FoodCourt,2
4064_01,FoodCourt,1477
4065_01,FoodCourt,1
4066_01,FoodCourt,30
4068_01,FoodCourt,1381
4075_01,FoodCourt,1276
4081_01,FoodCourt,132
4083_01,FoodCourt,6190
4084_01,FoodCourt,1549
4089_01,FoodCourt,2177
4091_01,FoodCourt,586
4093_01,FoodCourt,20
4095_01,FoodCourt,1080
4097_01,FoodCourt,840
4101_01,FoodCourt,43
4106_01,FoodCourt,831
4108_02,FoodCourt,2651
4109_01,FoodCourt,399
4110_01,FoodCourt,38
4113_02,FoodCourt,2524
4129_01,FoodCourt,1
4140_01,FoodCourt,15
4144_01,FoodCourt,476
4150_01,FoodCourt,1029
4159_01,FoodCourt,2
4166_02,FoodCourt,279
4167_01,FoodCourt,440
4168_01,FoodCourt,18
4168_02,FoodCourt,241
4169_02,FoodCourt,1562
4172_07,FoodCourt,170
4174_01,FoodCourt,1
4175_01,FoodCourt,89
4176_04,FoodCourt,663
4176_07,FoodCourt,326
4177_03,FoodCourt,588
4179_01,FoodCourt,1172
4181_05,FoodCourt,8747
4181_06,FoodCourt,9463
4182_01,FoodCourt,2020
4182_02,FoodCourt,124
4182_03,FoodCourt,3172
4183_01,FoodCourt,108
4185_01,FoodCourt,1725
4188_01,FoodCourt,84
4191_01,FoodCourt,1
4197_01,FoodCourt,2549
4197_02,FoodCourt,867
4199_01,FoodCourt,198
4205_01,FoodCourt,886
4206_01,FoodCourt,13
4213_01,FoodCourt,157
4214_01,FoodCourt,343
4219_03,FoodCourt,416
4220_01,FoodCourt,224
4221_01,FoodCourt,81
4222_02,FoodCourt,53
4223_01,FoodCourt,88
4232_01,FoodCourt,4983
4233_01,FoodCourt,144
4239_01,FoodCourt,1
4243_01,FoodCourt,21
4244_01,FoodCourt,628
4246_01,FoodCourt,10
4249_01,FoodCourt,2946
4249_03,FoodCourt,1546
4252_01,FoodCourt,1
4254_01,FoodCourt,9401
4254_03,FoodCourt,22
4257_01,FoodCourt,265
4258_01,FoodCourt,266
4258_02,FoodCourt,490
4258_03,FoodCourt,1525
4261_01,FoodCourt,492
4262_02,FoodCourt,1269
4270_01,FoodCourt,2558
4272_01,FoodCourt,252
4273_01,FoodCourt,2
4274_01,FoodCourt,717
4278_01,FoodCourt,3724
4292_01,FoodCourt,31
4293_01,FoodCourt,559
4294_01,FoodCourt,91
4297_01,FoodCourt,6777
4303_01,FoodCourt,841
4303_02,FoodCourt,668
4305_01,FoodCourt,779
4311_01,FoodCourt,521
4312_01,FoodCourt,137
4315_01,FoodCourt,3
4316_01,FoodCourt,22
4327_01,FoodCourt,187
4333_01,FoodCourt,3345
4336_01,FoodCourt,1418
4336_03,FoodCourt,563
4338_02,FoodCourt,545
4338_03,FoodCourt,14201
4344_01,FoodCourt,35
4345_01,FoodCourt,1125
4346_01,FoodCourt,2
4352_01,FoodCourt,3484
4352_02,FoodCourt,10025
4354_01,FoodCourt,1
4358_01,FoodCourt,272
4359_01,FoodCourt,2127
4359_02,FoodCourt,17687
4359_03,FoodCourt,1832
4361_01,FoodCourt,14
4362_01,FoodCourt,1947
4365_01,FoodCourt,247
4370_01,FoodCourt,1
4371_01,FoodCourt,2717
4371_02,FoodCourt,243
4371_04,FoodCourt,4384
4371_05,FoodCourt,7221
4376_01,FoodCourt,168
4382_01,FoodCourt,94
4386_02,FoodCourt,16455
4396_01,FoodCourt,153
4399_01,FoodCourt,3
4403_01,FoodCourt,935
4404_01,FoodCourt,2
4409_01,FoodCourt,817
4415_01,FoodCourt,281
4422_02,FoodCourt,6338
4427_01,FoodCourt,83
4427_02,FoodCourt,46
4428_01,FoodCourt,11417
4429_01,FoodCourt,90
4430_01,FoodCourt,2
4440_01,FoodCourt,282
4441_03,FoodCourt,4558
4444_01,FoodCourt,901
4446_01,FoodCourt,114
4446_02,FoodCourt,3603
4446_04,FoodCourt,6103
4446_05,FoodCourt,4017
4450_02,FoodCourt,7194
4450_04,FoodCourt,3627
4453_01,FoodCourt,2560
4456_01,FoodCourt,10
4462_01,FoodCourt,77
4465_02,FoodCourt,76
4465_03,FoodCourt,1883
4466_01,FoodCourt,2461
4467_01,FoodCourt,18
4469_02,FoodCourt,39
4472_01,FoodCourt,266
4473_01,FoodCourt,31
4475_01,FoodCourt,239
4487_01,FoodCourt,3
4490_01,FoodCourt,337
4491_01,FoodCourt,1013
4493_01,FoodCourt,65
4496_01,FoodCourt,3080
4498_06,FoodCourt,893
4498_07,FoodCourt,2
4505_01,FoodCourt,864
4505_02,FoodCourt,76
4508_02,FoodCourt,584
4512_01,FoodCourt,51
4515_02,FoodCourt,1740
4518_01,FoodCourt,1
4521_01,FoodCourt,1
4522_01,FoodCourt,32
4524_01,FoodCourt,116
4529_01,FoodCourt,132
4534_01,FoodCourt,41
4535_01,FoodCourt,93
4537_01,FoodCourt,591
4538_01,FoodCourt,121
4547_01,FoodCourt,25
4549_01,FoodCourt,1
4550_01,FoodCourt,180
4552_01,FoodCourt,103
4553_01,FoodCourt,102
4555_01,FoodCourt,27
4557_01,FoodCourt,656
4558_01,FoodCourt,559
4559_01,FoodCourt,205
4560_01,FoodCourt,57
4561_01,FoodCourt,496
4564_01,FoodCourt,43
4565_01,FoodCourt,497
4567_01,FoodCourt,20
4569_02,FoodCourt,2235
4573_01,FoodCourt,45
4574_01,FoodCourt,493
4575_01,FoodCourt,65
4576_01,FoodCourt,876
4581_01,FoodCourt,4592
4581_02,FoodCourt,2337
4585_01,FoodCourt,154
4587_01,FoodCourt,4020
4593_01,FoodCourt,797
4594_01,FoodCourt,2424
4594_02,FoodCourt,6670
4594_03,FoodCourt,2802
4594_04,FoodCourt,4516
4603_01,FoodCourt,3593
4603_02,FoodCourt,5234
4604_01,FoodCourt,1327
4606_01,FoodCourt,36
4606_02,FoodCourt,3291
4607_01,FoodCourt,138
4608_01,FoodCourt,20
4609_01,FoodCourt,477
4612_01,FoodCourt,166
4617_01,FoodCourt,81
4621_01,FoodCourt,79
4625_01,FoodCourt,2520
4625_03,FoodCourt,3275
4625_06,FoodCourt,453
4628_01,FoodCourt,7484
4630_01,FoodCourt,18
4632_03,FoodCourt,431
4632_04,FoodCourt,364
4632_05,FoodCourt,551
4633_01,FoodCourt,297
4638_01,FoodCourt,1633
4640_01,FoodCourt,84
4641_01,FoodCourt,63
4642_01,FoodCourt,412
4643_01,FoodCourt,724
4644_01,FoodCourt,1385
4645_01,FoodCourt,9633
4646_01,FoodCourt,16
4649_01,FoodCourt,226
4650_01,FoodCourt,323
4651_01,FoodCourt,7039
4652_01,FoodCourt,89
4653_01,FoodCourt,370
4656_01,FoodCourt,1125
4658_01,FoodCourt,823
4658_02,FoodCourt,93
4661_01,FoodCourt,2325
4662_01,FoodCourt,985
4662_03,FoodCourt,3856
4664_01,FoodCourt,776
4673_01,FoodCourt,2
4677_01,FoodCourt,4066
4678_01,FoodCourt,203
4679_01,FoodCourt,4579
4680_04,FoodCourt,4
4686_01,FoodCourt,172
4689_01,FoodCourt,3119
4690_02,FoodCourt,1487
4691_01,FoodCourt,7
4693_01,FoodCourt,920
4694_01,FoodCourt,630
4704_01,FoodCourt,44
4708_01,FoodCourt,25
4710_01,FoodCourt,15
4720_01,FoodCourt,681
4723_01,FoodCourt,262
4723_02,FoodCourt,7
4726_01,FoodCourt,1910
4726_02,FoodCourt,3452
4726_03,FoodCourt,3
4726_05,FoodCourt,21
4730_01,FoodCourt,1338
4738_01,FoodCourt,807
4739_01,FoodCourt,3
4743_01,FoodCourt,4504
4744_01,FoodCourt,48
4746_01,FoodCourt,8
4748_01,FoodCourt,142
4750_01,FoodCourt,395
4750_02,FoodCourt,1382
4754_01,FoodCourt,245
4759_01,FoodCourt,3
4764_01,FoodCourt,669
4770_01,FoodCourt,509
4773_01,FoodCourt,779
4775_01,FoodCourt,1
4778_01,FoodCourt,1261
4782_02,FoodCourt,11552
4782_03,FoodCourt,225
4782_05,FoodCourt,342
4783_01,FoodCourt,9495
4790_01,FoodCourt,2853
4791_01,FoodCourt,1339
4793_01,FoodCourt,1480
4793_02,FoodCourt,1131
4794_01,FoodCourt,104
4795_01,FoodCourt,706
4803_01,FoodCourt,18
4804_01,FoodCourt,594
4807_01,FoodCourt,1
4808_01,FoodCourt,631
4810_01,FoodCourt,4
4813_01,FoodCourt,7762
4815_01,FoodCourt,9
4818_01,FoodCourt,196
4828_01,FoodCourt,44
4829_01,FoodCourt,292
4832_01,FoodCourt,440
4837_01,FoodCourt,198
4838_01,FoodCourt,13
4841_02,FoodCourt,1855
4841_03,FoodCourt,2148
4846_01,FoodCourt,3
4850_02,FoodCourt,114
4851_01,FoodCourt,463
4853_01,FoodCourt,212
4856_01,FoodCourt,8
4862_01,FoodCourt,871
4863_01,FoodCourt,667
4868_01,FoodCourt,775
4871_01,FoodCourt,611
4873_01,FoodCourt,1135
4875_01,FoodCourt,8
4880_01,FoodCourt,3
4882_01,FoodCourt,2031
4887_01,FoodCourt,254
4889_01,FoodCourt,8
4896_01,FoodCourt,932
4898_01,FoodCourt,1
4899_02,FoodCourt,690
4901_01,FoodCourt,837
4901_02,FoodCourt,25
4909_01,FoodCourt,139
4910_01,FoodCourt,1330
4912_01,FoodCourt,84
4917_01,FoodCourt,10029
4925_01,FoodCourt,76
4930_02,FoodCourt,3571
4934_01,FoodCourt,20
4937_01,FoodCourt,444
4939_01,FoodCourt,2077
4944_01,FoodCourt,2171
4944_02,FoodCourt,3448
4944_03,FoodCourt,1750
4954_01,FoodCourt,1018
4958_01,FoodCourt,235
4965_01,FoodCourt,79
4970_01,FoodCourt,9
4972_01,FoodCourt,1719
4974_01,FoodCourt,10
4977_01,FoodCourt,4
4977_02,FoodCourt,125
4978_01,FoodCourt,358
4981_01,FoodCourt,769
4987_01,FoodCourt,162
4989_01,FoodCourt,1
4992_01,FoodCourt,34
4995_01,FoodCourt,282
5005_01,FoodCourt,31
5006_03,FoodCourt,219
5007_01,FoodCourt,49
5010_01,FoodCourt,172
5015_01,FoodCourt,493
5016_01,FoodCourt,31
5020_01,FoodCourt,19
5021_01,FoodCourt,4619
5025_01,FoodCourt,50
5027_01,FoodCourt,737
5028_01,FoodCourt,18
5034_01,FoodCourt,52
5036_02,FoodCourt,1
5040_01,FoodCourt,21
5040_02,FoodCourt,199
5042_01,FoodCourt,1
5044_01,FoodCourt,381
5050_01,FoodCourt,111
5052_02,FoodCourt,1451
5058_02,FoodCourt,31
5060_03,FoodCourt,867
5060_04,FoodCourt,418
5061_02,FoodCourt,8246
5063_01,FoodCourt,794
5064_01,FoodCourt,82
5065_02,FoodCourt,1080
5067_01,FoodCourt,1808
5070_01,FoodCourt,175
5084_02,FoodCourt,2052
5085_01,FoodCourt,15
5087_01,FoodCourt,3
5089_01,FoodCourt,2030
5089_02,FoodCourt,3750
5091_01,FoodCourt,59
5093_01,FoodCourt,179
5097_02,FoodCourt,181
5104_01,FoodCourt,712
5109_01,FoodCourt,1
5111_01,FoodCourt,3
5111_02,FoodCourt,394
5111_03,FoodCourt,419
5122_01,FoodCourt,464
5124_01,FoodCourt,109
5127_01,FoodCourt,679
5128_02,FoodCourt,1
5132_01,FoodCourt,477
5133_05,FoodCourt,910
5133_07,FoodCourt,1
5133_08,FoodCourt,116
5138_01,FoodCourt,3815
5142_02,FoodCourt,3
5146_01,FoodCourt,751
5148_01,FoodCourt,63
5152_01,FoodCourt,553
5156_02,FoodCourt,4198
5157_01,FoodCourt,12
5158_01,FoodCourt,1
5165_01,FoodCourt,281
5167_01,FoodCourt,17
5170_01,FoodCourt,306
5171_01,FoodCourt,7
5174_02,FoodCourt,5
5176_01,FoodCourt,207
5186_01,FoodCourt,651
5188_01,FoodCourt,160
5193_01,FoodCourt,914
5197_01,FoodCourt,4
5199_01,FoodCourt,725
5201_01,FoodCourt,96
5204_01,FoodCourt,153
5206_03,FoodCourt,2
5207_01,FoodCourt,339
5208_02,FoodCourt,641
5210_01,FoodCourt,43
5211_01,FoodCourt,938
5221_01,FoodCourt,528
5246_02,FoodCourt,13
5247_01,FoodCourt,2324
5252_01,FoodCourt,1309
5253_01,FoodCourt,64
5257_01,FoodCourt,1001
5258_01,FoodCourt,1065
5265_01,FoodCourt,400
5266_01,FoodCourt,290
5266_02,FoodCourt,196
5268_01,FoodCourt,56
5269_01,FoodCourt,1
5271_01,FoodCourt,3
5274_01,FoodCourt,34
5275_01,FoodCourt,10
5276_01,FoodCourt,2868
5281_01,FoodCourt,6
5282_02,FoodCourt,196
5288_01,FoodCourt,716
5290_01,FoodCourt,2
5291_01,FoodCourt,7
5292_01,FoodCourt,4313
5305_01,FoodCourt,2891
5313_01,FoodCourt,491
5314_01,FoodCourt,3625
5320_02,FoodCourt,1301
5325_01,FoodCourt,5
5331_01,FoodCourt,1
5334_02,FoodCourt,674
5344_01,FoodCourt,439
5347_01,FoodCourt,3770
5350_01,FoodCourt,866
5351_01,FoodCourt,80
5353_02,FoodCourt,9365
5355_01,FoodCourt,686
5356_01,FoodCourt,32
5359_01,FoodCourt,45
5365_01,FoodCourt,53
5367_02,FoodCourt,3195
5367_03,FoodCourt,8221
5374_01,FoodCourt,61
5378_01,FoodCourt,95
5384_01,FoodCourt,5210
5384_02,FoodCourt,4894
5387_01,FoodCourt,6
5390_03,FoodCourt,110
5392_01,FoodCourt,6
5396_01,FoodCourt,378
5404_01,FoodCourt,38
5406_01,FoodCourt,46
5410_01,FoodCourt,130
5411_01,FoodCourt,3960
5412_01,FoodCourt,806
5413_01,FoodCourt,595
5414_03,FoodCourt,824
5415_01,FoodCourt,747
5420_01,FoodCourt,829
5424_01,FoodCourt,65
5424_02,FoodCourt,700
5437_01,FoodCourt,18
5440_02,FoodCourt,59
5443_01,FoodCourt,99
5445_01,FoodCourt,53
5451_01,FoodCourt,697
5453_01,FoodCourt,9
5454_01,FoodCourt,1497
5457_01,FoodCourt,1
5459_01,FoodCourt,347
5462_01,FoodCourt,126
5465_01,FoodCourt,1
5465_02,FoodCourt,11
5466_02,FoodCourt,1473
5466_04,FoodCourt,4618
5466_05,FoodCourt,4524
5467_01,FoodCourt,21
5477_01,FoodCourt,150
5480_01,FoodCourt,9307
5485_01,FoodCourt,9
5488_02,FoodCourt,22
5488_03,FoodCourt,6634
5490_01,FoodCourt,76
5492_01,FoodCourt,551
5501_01,FoodCourt,104
5504_01,FoodCourt,1307
5508_01,FoodCourt,358
5512_01,FoodCourt,225
5512_02,FoodCourt,8162
5514_03,FoodCourt,6
5520_01,FoodCourt,4
5522_03,FoodCourt,585
5527_01,FoodCourt,1
5528_01,FoodCourt,288
5529_01,FoodCourt,132
5530_01,FoodCourt,20
5535_01,FoodCourt,222
5539_01,FoodCourt,1583
5540_01,FoodCourt,360
5546_01,FoodCourt,5203
5550_01,FoodCourt,745
5552_03,FoodCourt,10
5556_01,FoodCourt,1
5561_02,FoodCourt,175
5561_03,FoodCourt,890
5561_04,FoodCourt,494
5566_01,FoodCourt,3023
5568_01,FoodCourt,3991
5571_01,FoodCourt,406
5574_01,FoodCourt,237
5582_01,FoodCourt,335
5583_01,FoodCourt,3514
5585_01,FoodCourt,5
5587_01,FoodCourt,2
5589_01,FoodCourt,786
5591_01,FoodCourt,9
5594_01,FoodCourt,823
5595_01,FoodCourt,1
5596_01,FoodCourt,722
5599_01,FoodCourt,686
5601_04,FoodCourt,1668
5602_02,FoodCourt,3268
5603_01,FoodCourt,1256
5606_02,FoodCourt,1219
5608_01,FoodCourt,757
5609_01,FoodCourt,5
5610_02,FoodCourt,7996
5611_02,FoodCourt,3477
5613_01,FoodCourt,874
5616_01,FoodCourt,240
5618_01,FoodCourt,785
5625_03,FoodCourt,9
5637_01,FoodCourt,8
5639_01,FoodCourt,9
5645_01,FoodCourt,117
5647_02,FoodCourt,1425
5648_01,FoodCourt,918
5648_02,FoodCourt,103
5650_01,FoodCourt,22
5655_01,FoodCourt,39
5661_01,FoodCourt,53
5663_01,FoodCourt,1513
5667_01,FoodCourt,496
5671_01,FoodCourt,1706
5673_01,FoodCourt,545
5674_01,FoodCourt,11594
5684_03,FoodCourt,1198
5686_02,FoodCourt,123
5687_01,FoodCourt,1627
5688_01,FoodCourt,177
5706_01,FoodCourt,458
5709_01,FoodCourt,4372
5710_01,FoodCourt,166
5713_01,FoodCourt,29
5716_01,FoodCourt,173
5717_01,FoodCourt,664
5721_02,FoodCourt,1975
5728_01,FoodCourt,217
5730_01,FoodCourt,1
5733_01,FoodCourt,1745
5737_01,FoodCourt,11856
5737_02,FoodCourt,7636
5740_01,FoodCourt,16
5740_02,FoodCourt,764
5742_01,FoodCourt,29
5744_01,FoodCourt,37
5747_01,FoodCourt,47
5748_01,FoodCourt,436
5750_01,FoodCourt,625
5751_01,FoodCourt,20
5756_07,FoodCourt,6
5765_01,FoodCourt,1871
5771_01,FoodCourt,868
5772_01,FoodCourt,858
5776_01,FoodCourt,128
5777_01,FoodCourt,25
5779_01,FoodCourt,706
5780_01,FoodCourt,6408
5783_01,FoodCourt,1197
5786_01,FoodCourt,3
5790_01,FoodCourt,1068
5791_01,FoodCourt,7
5792_01,FoodCourt,3338
5794_01,FoodCourt,1202
5795_01,FoodCourt,95
5802_01,FoodCourt,219
5808_02,FoodCourt,3
5809_01,FoodCourt,511
5809_02,FoodCourt,98
5810_02,FoodCourt,1489
5811_01,FoodCourt,4058
5811_02,FoodCourt,3953
5814_04,FoodCourt,888
5818_01,FoodCourt,5
5820_01,FoodCourt,406
5821_01,FoodCourt,496
5825_01,FoodCourt,8808
5827_01,FoodCourt,68
5829_01,FoodCourt,21
5834_01,FoodCourt,11
5837_01,FoodCourt,15
5844_01,FoodCourt,30
5848_01,FoodCourt,761
5854_01,FoodCourt,75
5855_01,FoodCourt,623
5857_01,FoodCourt,2
5859_01,FoodCourt,456
5861_01,FoodCourt,1774
5863_02,FoodCourt,566
5868_01,FoodCourt,53
5871_01,FoodCourt,1369
5876_01,FoodCourt,131
5882_01,FoodCourt,10
5885_01,FoodCourt,532
5885_03,FoodCourt,2395
5885_06,FoodCourt,914
5886_01,FoodCourt,49
5887_01,FoodCourt,2
5887_02,FoodCourt,574
5901_01,FoodCourt,40
5905_01,FoodCourt,687
5908_01,FoodCourt,392
5909_01,FoodCourt,716
5913_01,FoodCourt,6
5916_01,FoodCourt,3
5919_01,FoodCourt,2427
5920_01,FoodCourt,94
5924_01,FoodCourt,55
5925_01,FoodCourt,1644
5925_02,FoodCourt,2002
5927_01,FoodCourt,2421
5927_02,FoodCourt,109
5927_04,FoodCourt,1264
5927_06,FoodCourt,3857
5927_07,FoodCourt,1706
5928_01,FoodCourt,25
5930_02,FoodCourt,1014
