Source,Target,Amount
3707_01,RoomService,622
3710_01,RoomService,432
3711_02,RoomService,3471
3714_01,RoomService,48
3714_02,RoomService,33
3716_01,RoomService,18
3719_01,RoomService,1193
3732_04,RoomService,3340
3735_01,RoomService,2
3736_01,RoomService,328
3750_01,RoomService,64
3750_02,RoomService,396
3758_01,RoomService,381
3761_01,RoomService,824
3769_01,RoomService,1037
3771_01,RoomService,80
3773_01,RoomService,2
3773_02,RoomService,55
3774_01,RoomService,513
3774_03,RoomService,227
3776_01,RoomService,2
3779_01,RoomService,1
3781_01,RoomService,821
3783_01,RoomService,183
3786_02,RoomService,913
3787_03,RoomService,132
3788_01,RoomService,519
3796_01,RoomService,90
3803_01,RoomService,25
3805_01,RoomService,357
3810_01,RoomService,406
3811_02,RoomService,3361
3812_01,RoomService,14
3816_01,RoomService,58
3817_01,RoomService,984
3823_01,RoomService,1192
3830_01,RoomService,71
3831_01,RoomService,799
3832_01,RoomService,1387
3835_01,RoomService,1
3836_01,RoomService,1060
3838_01,RoomService,28
3839_01,RoomService,418
3841_01,RoomService,1049
3842_01,RoomService,312
3847_01,RoomService,90
3848_01,RoomService,4
3850_01,RoomService,38
3851_01,RoomService,205
3853_01,RoomService,16
3856_01,RoomService,339
3862_02,RoomService,2627
3862_04,RoomService,974
3862_05,RoomService,149
3862_06,RoomService,1008
3862_07,RoomService,12
3867_01,RoomService,3
3868_01,RoomService,1540
3873_01,RoomService,2478
3874_01,RoomService,86
3874_02,RoomService,158
3879_01,RoomService,796
3895_02,RoomService,847
3903_05,RoomService,967
3911_01,RoomService,6
3911_02,RoomService,9
3912_01,RoomService,309
3916_01,RoomService,2
3921_01,RoomService,35
3923_01,RoomService,95
3926_01,RoomService,716
3927_01,RoomService,55
3928_01,RoomService,3
3932_01,RoomService,659
3932_02,RoomService,2
3936_01,RoomService,3537
3937_01,RoomService,45
3939_01,RoomService,772
3940_01,RoomService,2739
3944_01,RoomService,629
3946_01,RoomService,14
3948_01,RoomService,325
3949_01,RoomService,781
3950_01,RoomService,3478
3958_01,RoomService,1144
3959_02,RoomService,653
3966_01,RoomService,324
3967_01,RoomService,886
3970_01,RoomService,355
3971_01,RoomService,39
3977_01,RoomService,46
3981_01,RoomService,400
3985_01,RoomService,667
3986_01,RoomService,1217
3986_02,RoomService,1448
3987_01,RoomService,103
3988_01,RoomService,1632
3991_01,RoomService,1258
3996_01,RoomService,16
3998_01,RoomService,89
4000_02,RoomService,20
4003_01,RoomService,1417
4005_02,RoomService,3
4005_06,RoomService,4
4006_03,RoomService,400
4006_04,RoomService,1796
4009_01,RoomService,8
4013_01,RoomService,460
4016_01,RoomService,309
4017_05,RoomService,931
4019_01,RoomService,258
4020_01,RoomService,6498
4021_01,RoomService,1843
4022_01,RoomService,4
4023_01,RoomService,1
4033_01,RoomService,2025
4036_01,RoomService,7
4039_01,RoomService,714
4044_01,RoomService,536
4045_01,RoomService,1417
4055_01,RoomService,3
4058_01,RoomService,437
4060_01,RoomService,880
4061_01,RoomService,1851
4064_01,RoomService,939
4065_01,RoomService,1339
4075_01,RoomService,1901
4076_01,RoomService,1616
4079_01,RoomService,1680
4080_01,RoomService,719
4081_01,RoomService,451
4090_01,RoomService,227
4095_01,RoomService,834
4096_01,RoomService,949
4101_01,RoomService,1100
4104_01,RoomService,1025
4108_02,RoomService,27
4109_01,RoomService,169
4116_01,RoomService,40
4128_01,RoomService,111
4129_01,RoomService,15
4135_01,RoomService,850
4137_01,RoomService,664
4140_01,RoomService,40
4144_01,RoomService,19
4145_01,RoomService,16
4152_01,RoomService,89
4160_01,RoomService,661
4165_01,RoomService,246
4172_02,RoomService,12
4172_04,RoomService,1363
4172_05,RoomService,128
4172_07,RoomService,154
4174_01,RoomService,59
4176_03,RoomService,760
4176_04,RoomService,490
4176_05,RoomService,247
4176_07,RoomService,612
4177_03,RoomService,36
4181_05,RoomService,2
4183_01,RoomService,1367
4184_01,RoomService,558
4188_01,RoomService,1277
4189_01,RoomService,558
4191_01,RoomService,950
4197_01,RoomService,610
4197_03,RoomService,1620
4208_01,RoomService,326
4213_01,RoomService,4
4214_01,RoomService,3
4215_01,RoomService,992
4218_02,RoomService,176
4219_02,RoomService,1268
4219_03,RoomService,1331
4220_01,RoomService,553
4221_01,RoomService,27
4222_01,RoomService,37
4223_01,RoomService,1184
4223_02,RoomService,469
4229_01,RoomService,406
4243_01,RoomService,3002
4249_03,RoomService,354
4251_01,RoomService,715
4252_01,RoomService,156
4253_01,RoomService,488
4254_01,RoomService,5493
4256_01,RoomService,6
4256_04,RoomService,571
4256_07,RoomService,13
4258_03,RoomService,9
4261_01,RoomService,412
4262_02,RoomService,1
4270_01,RoomService,24
4278_01,RoomService,401
4294_01,RoomService,646
4295_01,RoomService,49
4297_01,RoomService,14
4303_01,RoomService,36
4306_01,RoomService,1371
4311_01,RoomService,563
4317_01,RoomService,439
4319_01,RoomService,2
4320_01,RoomService,786
4324_03,RoomService,412
4329_01,RoomService,39
4330_01,RoomService,427
4336_01,RoomService,267
4336_04,RoomService,2320
4337_01,RoomService,22
4339_01,RoomService,2044
4346_01,RoomService,429
4347_01,RoomService,444
4349_01,RoomService,802
4351_01,RoomService,641
4352_01,RoomService,33
4352_02,RoomService,22
4354_01,RoomService,115
4357_01,RoomService,118
4359_01,RoomService,3
4365_01,RoomService,552
4369_01,RoomService,857
4370_01,RoomService,3
4371_02,RoomService,106
4372_02,RoomService,954
4373_01,RoomService,735
4382_01,RoomService,65
4387_01,RoomService,192
4390_03,RoomService,875
4391_01,RoomService,383
4392_01,RoomService,38
4393_02,RoomService,754
4399_01,RoomService,141
4400_01,RoomService,689
4403_01,RoomService,134
4403_02,RoomService,7
4410_01,RoomService,27
4411_01,RoomService,715
4415_01,RoomService,941
4424_01,RoomService,30
4427_01,RoomService,3
4429_01,RoomService,546
4431_01,RoomService,8
4438_01,RoomService,721
4445_01,RoomService,8
4446_01,RoomService,2
4446_04,RoomService,35
4449_01,RoomService,130
4457_01,RoomService,698
4462_01,RoomService,399
4465_02,RoomService,31
4467_01,RoomService,36
4470_01,RoomService,1549
4472_02,RoomService,110
4473_01,RoomService,2244
4473_02,RoomService,994
4475_01,RoomService,13
4476_01,RoomService,1170
4477_01,RoomService,23
4479_01,RoomService,3559
4483_01,RoomService,1956
4483_02,RoomService,3087
4485_02,RoomService,1219
4493_01,RoomService,42
4500_01,RoomService,83
4505_02,RoomService,2
4506_01,RoomService,160
4508_01,RoomService,433
4508_02,RoomService,572
4508_03,RoomService,1340
4509_01,RoomService,137
4509_03,RoomService,27
4512_01,RoomService,849
4515_02,RoomService,6
4516_01,RoomService,426
4517_01,RoomService,452
4518_01,RoomService,820
4521_01,RoomService,1
4522_01,RoomService,101
4529_01,RoomService,26
4530_01,RoomService,9
4534_01,RoomService,60
4535_01,RoomService,631
4535_02,RoomService,25
4543_01,RoomService,14
4552_01,RoomService,375
4555_01,RoomService,29
4565_01,RoomService,191
4568_01,RoomService,4102
4572_01,RoomService,42
4573_01,RoomService,686
4574_01,RoomService,176
4575_01,RoomService,3
4576_01,RoomService,661
4577_01,RoomService,250
4586_01,RoomService,22
4593_01,RoomService,1
4594_01,RoomService,77
4594_03,RoomService,267
4603_02,RoomService,1
4604_01,RoomService,374
4606_01,RoomService,165
4606_02,RoomService,25
4608_01,RoomService,2
4609_01,RoomService,1
4610_01,RoomService,5
4615_01,RoomService,36
4617_01,RoomService,19
4624_01,RoomService,1246
4632_04,RoomService,2
4633_01,RoomService,454
4634_01,RoomService,514
4637_01,RoomService,672
4640_01,RoomService,595
4641_01,RoomService,65
4644_01,RoomService,8
4646_01,RoomService,141
4648_01,RoomService,290
4649_01,RoomService,1399
4650_01,RoomService,84
4657_01,RoomService,372
4659_01,RoomService,703
4661_01,RoomService,77
4662_01,RoomService,45
4664_01,RoomService,182
4673_01,RoomService,35
4678_01,RoomService,183
4680_04,RoomService,1144
4684_01,RoomService,225
4690_02,RoomService,14327
4695_02,RoomService,3148
4704_01,RoomService,818
4709_01,RoomService,2614
4710_01,RoomService,130
4710_02,RoomService,179
4711_01,RoomService,1420
4723_02,RoomService,154
4725_01,RoomService,866
4726_05,RoomService,8
4728_01,RoomService,706
4733_01,RoomService,962
4738_01,RoomService,531
4738_02,RoomService,574
4739_01,RoomService,37
4746_01,RoomService,282
4748_01,RoomService,204
4752_01,RoomService,233
4753_01,RoomService,850
4754_01,RoomService,25
4757_01,RoomService,185
4758_01,RoomService,248
4763_01,RoomService,298
4772_01,RoomService,256
4773_01,RoomService,935
4774_03,RoomService,2130
4775_01,RoomService,123
4778_01,RoomService,588
4780_01,RoomService,845
4782_02,RoomService,50
4783_01,RoomService,223
4787_01,RoomService,2
4791_01,RoomService,63
4793_01,RoomService,13
4795_01,RoomService,138
4796_01,RoomService,21
4803_01,RoomService,1028
4804_01,RoomService,211
4807_01,RoomService,22
4808_01,RoomService,665
4810_01,RoomService,30
4815_01,RoomService,564
4817_01,RoomService,17
4818_01,RoomService,588
4823_01,RoomService,526
4828_01,RoomService,363
4829_01,RoomService,944
4832_01,RoomService,542
4836_02,RoomService,20
4838_01,RoomService,1
4841_02,RoomService,12
4841_03,RoomService,21
4842_01,RoomService,2260
4846_01,RoomService,161
4848_01,RoomService,148
4850_01,RoomService,14
4850_02,RoomService,330
4853_01,RoomService,4531
4856_01,RoomService,12
4857_01,RoomService,423
4863_01,RoomService,1721
4870_01,RoomService,8
4874_01,RoomService,654
4875_01,RoomService,529
4876_01,RoomService,750
4878_01,RoomService,108
4879_01,RoomService,362
4880_01,RoomService,126
4882_01,RoomService,9
4885_01,RoomService,74
4889_01,RoomService,274
4892_01,RoomService,44
4896_01,RoomService,176
4898_01,RoomService,647
4899_02,RoomService,8
4901_02,RoomService,695
4903_01,RoomService,62
4904_01,RoomService,2
4909_01,RoomService,460
4912_01,RoomService,3284
4913_01,RoomService,1301
4917_01,RoomService,1
4923_03,RoomService,261
4924_01,RoomService,725
4925_01,RoomService,197
4932_01,RoomService,223
4933_02,RoomService,2083
4933_03,RoomService,623
4934_01,RoomService,210
4937_01,RoomService,1242
4941_01,RoomService,988
4944_01,RoomService,269
4944_03,RoomService,153
4951_01,RoomService,11
4954_01,RoomService,3
4961_01,RoomService,1016
4964_01,RoomService,2147
4965_01,RoomService,457
4972_01,RoomService,87
4973_01,RoomService,957
4977_02,RoomService,2756
4981_03,RoomService,530
4983_01,RoomService,61
4987_01,RoomService,36
4991_01,RoomService,610
4992_01,RoomService,479
4995_01,RoomService,642
4999_01,RoomService,1120
5005_01,RoomService,819
5007_01,RoomService,1337
5010_01,RoomService,1033
5014_01,RoomService,1331
5015_01,RoomService,54
5016_01,RoomService,1092
5020_01,RoomService,648
5021_01,RoomService,4
5025_01,RoomService,1042
5027_01,RoomService,4
5028_01,RoomService,1904
5036_02,RoomService,5
5039_01,RoomService,1285
5039_03,RoomService,1157
5039_04,RoomService,1307
5040_02,RoomService,10
5042_01,RoomService,8
5050_01,RoomService,433
5051_01,RoomService,1176
5052_02,RoomService,228
5058_02,RoomService,600
5059_01,RoomService,639
5060_04,RoomService,530
5062_01,RoomService,971
5064_01,RoomService,1961
5065_02,RoomService,606
5069_01,RoomService,1309
5070_01,RoomService,542
5074_01,RoomService,4608
5080_01,RoomService,1
5084_02,RoomService,8151
5087_01,RoomService,2575
5089_01,RoomService,3926
5090_05,RoomService,793
5091_01,RoomService,1471
5093_01,RoomService,9
5097_03,RoomService,6
5104_01,RoomService,25
5109_01,RoomService,83
5111_02,RoomService,29
5124_01,RoomService,256
5127_02,RoomService,43
5128_01,RoomService,56
5132_01,RoomService,5049
5133_04,RoomService,107
5133_07,RoomService,1528
5142_02,RoomService,859
5146_01,RoomService,7
5154_01,RoomService,38
5157_01,RoomService,814
5160_01,RoomService,732
5162_02,RoomService,98
5163_02,RoomService,151
5166_01,RoomService,382
5167_01,RoomService,1
5174_02,RoomService,6
5175_01,RoomService,582
5176_01,RoomService,576
5182_02,RoomService,322
5185_01,RoomService,523
5186_01,RoomService,41
5187_01,RoomService,949
5198_01,RoomService,878
5201_01,RoomService,1961
5205_01,RoomService,261
5207_01,RoomService,51
5207_02,RoomService,1364
5208_02,RoomService,717
5209_01,RoomService,168
5211_01,RoomService,666
5213_01,RoomService,10
5220_01,RoomService,2206
5223_01,RoomService,275
5230_01,RoomService,263
5234_01,RoomService,271
5235_01,RoomService,30
5236_01,RoomService,1
5243_01,RoomService,1231
5244_01,RoomService,218
5247_01,RoomService,6
5248_01,RoomService,607
5249_01,RoomService,922
5251_01,RoomService,705
5252_01,RoomService,202
5253_01,RoomService,290
5256_01,RoomService,41
5258_01,RoomService,241
5266_02,RoomService,13
5269_01,RoomService,38
5271_01,RoomService,89
5274_01,RoomService,662
5279_01,RoomService,467
5282_01,RoomService,35
5288_01,RoomService,1
5290_01,RoomService,1177
5291_01,RoomService,3905
5304_01,RoomService,1744
5310_01,RoomService,4702
5315_01,RoomService,454
5325_01,RoomService,751
5333_01,RoomService,456
5337_01,RoomService,286
5343_01,RoomService,13
5345_01,RoomService,809
5345_02,RoomService,134
5346_01,RoomService,37
5348_01,RoomService,164
5350_01,RoomService,25
5351_01,RoomService,1082
5353_02,RoomService,43
5354_01,RoomService,1690
5365_01,RoomService,943
5380_01,RoomService,386
5383_01,RoomService,253
5385_01,RoomService,2048
5387_01,RoomService,581
5389_01,RoomService,2
5389_02,RoomService,2497
5390_03,RoomService,83
5392_01,RoomService,628
5394_01,RoomService,246
5395_01,RoomService,4
5396_01,RoomService,743
5402_01,RoomService,1269
5404_01,RoomService,766
5406_01,RoomService,2
5408_01,RoomService,1781
5408_02,RoomService,2116
5410_01,RoomService,748
5411_01,RoomService,20
5413_01,RoomService,3
5414_01,RoomService,481
5416_02,RoomService,138
5418_01,RoomService,164
5421_01,RoomService,389
5423_01,RoomService,552
5423_02,RoomService,142
5424_01,RoomService,358
5424_02,RoomService,469
5425_01,RoomService,1
5427_02,RoomService,3458
5427_03,RoomService,948
5431_01,RoomService,2
5435_01,RoomService,846
5437_01,RoomService,1267
5440_03,RoomService,1109
5443_01,RoomService,4
5454_01,RoomService,848
5455_01,RoomService,9920
5462_01,RoomService,489
5463_01,RoomService,724
5465_01,RoomService,1
5465_02,RoomService,226
5467_01,RoomService,2703
5471_01,RoomService,685
5476_01,RoomService,1020
5478_01,RoomService,518
5480_01,RoomService,31
5483_01,RoomService,2
5490_01,RoomService,665
5494_01,RoomService,658
5500_01,RoomService,4027
5501_01,RoomService,702
5504_01,RoomService,142
5511_02,RoomService,39
5515_01,RoomService,758
5522_01,RoomService,31
5522_03,RoomService,508
5524_01,RoomService,85
5527_01,RoomService,1
5529_01,RoomService,5645
5530_01,RoomService,10
5531_01,RoomService,817
5535_01,RoomService,41
5537_01,RoomService,690
5540_01,RoomService,39
5544_01,RoomService,1565
5546_01,RoomService,550
5550_01,RoomService,127
5552_03,RoomService,51
5555_01,RoomService,1
5560_01,RoomService,1696
5561_04,RoomService,7
5566_01,RoomService,2445
5573_01,RoomService,749
5574_01,RoomService,714
5575_01,RoomService,583
5582_01,RoomService,753
5583_01,RoomService,5
5585_01,RoomService,688
5585_02,RoomService,245
5587_01,RoomService,654
5591_01,RoomService,590
5599_01,RoomService,380
5601_04,RoomService,958
5603_01,RoomService,170
5608_01,RoomService,30
5609_01,RoomService,765
5613_01,RoomService,125
5616_01,RoomService,458
5625_03,RoomService,890
5625_05,RoomService,804
5631_01,RoomService,47
5637_01,RoomService,1
5639_01,RoomService,19
5643_01,RoomService,158
5643_02,RoomService,2803
5643_03,RoomService,643
5644_01,RoomService,1909
5648_01,RoomService,332
5650_01,RoomService,56
5651_01,RoomService,807
5652_01,RoomService,215
5655_01,RoomService,1188
5661_01,RoomService,635
5662_02,RoomService,13
5671_01,RoomService,56
5673_01,RoomService,286
5677_01,RoomService,1035
5686_01,RoomService,2267
5686_02,RoomService,1410
5687_01,RoomService,348
5688_01,RoomService,12
5689_01,RoomService,233
5692_01,RoomService,821
5698_02,RoomService,178
5719_01,RoomService,390
5722_01,RoomService,69
5725_01,RoomService,156
5730_01,RoomService,2029
5736_01,RoomService,1
5740_02,RoomService,70
5742_01,RoomService,57
5747_01,RoomService,715
5748_01,RoomService,247
5751_01,RoomService,160
5755_01,RoomService,88
5756_01,RoomService,542
5756_02,RoomService,439
5756_03,RoomService,5
5756_06,RoomService,158
5756_07,RoomService,12
5756_08,RoomService,11
5772_01,RoomService,610
5777_01,RoomService,559
5780_01,RoomService,2233
5785_01,RoomService,571
5786_01,RoomService,14
5788_01,RoomService,850
5791_01,RoomService,183
5796_01,RoomService,6769
5800_01,RoomService,661
5802_01,RoomService,815
5806_01,RoomService,514
5808_03,RoomService,751
5809_01,RoomService,104
5811_01,RoomService,1
5811_02,RoomService,35
5814_01,RoomService,513
5814_04,RoomService,89
5814_06,RoomService,2309
5816_01,RoomService,1
5818_01,RoomService,3553
5820_01,RoomService,112
5828_01,RoomService,621
5834_01,RoomService,546
5837_01,RoomService,761
5846_01,RoomService,149
5847_01,RoomService,36
5848_01,RoomService,229
5858_01,RoomService,483
5860_01,RoomService,7
5868_01,RoomService,104
5875_01,RoomService,20
5876_01,RoomService,1364
5882_01,RoomService,18
5885_01,RoomService,8
5885_06,RoomService,4518
5886_01,RoomService,10
5887_01,RoomService,781
5887_02,RoomService,201
5888_01,RoomService,1331
5888_02,RoomService,750
5902_01,RoomService,162
5903_01,RoomService,223
5905_01,RoomService,16
5908_01,RoomService,84
5916_01,RoomService,2
5920_01,RoomService,48
5924_01,RoomService,152
5927_06,RoomService,4
5928_01,RoomService,149
5933_01,RoomService,1547
5934_01,RoomService,89
5939_01,RoomService,628
5941_01,RoomService,72
5945_03,RoomService,163
5946_01,RoomService,300
5949_01,RoomService,758
5951_01,RoomService,423
5953_01,RoomService,157
5954_01,RoomService,2093
5955_01,RoomService,836
5955_02,RoomService,1379
5956_01,RoomService,12
5957_03,RoomService,2
5959_01,RoomService,1
5960_02,RoomService,3215
5963_01,RoomService,112
5968_01,RoomService,17
5971_01,RoomService,448
5973_01,RoomService,1086
5976_01,RoomService,3090
5977_02,RoomService,200
5981_01,RoomService,441
5983_01,RoomService,1442
5984_01,RoomService,1208
5984_02,RoomService,555
5985_01,RoomService,276
5988_01,RoomService,2956
5994_01,RoomService,94
5998_01,RoomService,477
6000_01,RoomService,781
6000_02,RoomService,1
6003_01,RoomService,9
6006_01,RoomService,1017
6014_01,RoomService,28
6015_02,RoomService,140
6016_01,RoomService,718
6016_02,RoomService,3
6026_01,RoomService,982
6030_03,RoomService,852
6032_02,RoomService,521
6033_01,RoomService,158
6034_01,RoomService,2042
6038_01,RoomService,2413
6039_02,RoomService,3
6040_01,RoomService,805
6041_01,RoomService,419
6042_01,RoomService,1946
6047_01,RoomService,508
6049_01,RoomService,178
6055_01,RoomService,3
6055_03,RoomService,1883
6058_01,RoomService,2904
6059_01,RoomService,8
6061_01,RoomService,33
6062_01,RoomService,301
6064_01,RoomService,125
6065_01,RoomService,3
6066_02,RoomService,8142
6069_01,RoomService,3811
6070_01,RoomService,2209
6071_01,RoomService,41
6076_01,RoomService,14
6080_01,RoomService,657
6087_01,RoomService,605
6095_01,RoomService,3564
6096_01,RoomService,239
6096_02,RoomService,1119
6096_03,RoomService,4397
6101_01,RoomService,13
6102_01,RoomService,104
6108_01,RoomService,206
6115_01,RoomService,513
6116_01,RoomService,828
6117_01,RoomService,679
6118_01,RoomService,1156
6121_02,RoomService,916
6127_01,RoomService,551
6128_02,RoomService,7
6135_01,RoomService,270
6137_02,RoomService,457
6138_01,RoomService,236
6141_02,RoomService,28
6143_01,RoomService,3
6145_01,RoomService,3478
6149_01,RoomService,1682
6155_01,RoomService,1
6157_01,RoomService,460
6166_01,RoomService,980
6169_01,RoomService,382
6171_01,RoomService,5
6175_01,RoomService,628
6175_03,RoomService,12
6186_01,RoomService,61
6194_01,RoomService,1042
6199_02,RoomService,5
6200_01,RoomService,3
6200_03,RoomService,2026
6205_01,RoomService,55
6207_01,RoomService,915
6211_01,RoomService,2006
6213_01,RoomService,258
6216_01,RoomService,24
6218_01,RoomService,425
6218_02,RoomService,1603
6219_01,RoomService,71
6222_01,RoomService,25
6223_01,RoomService,1696
6225_01,RoomService,1
6227_01,RoomService,199
6230_01,RoomService,559
6234_01,RoomService,301
6236_01,RoomService,395
6239_01,RoomService,2044
6241_01,RoomService,6
6251_01,RoomService,2189
6252_01,RoomService,630
6253_01,RoomService,368
6253_02,RoomService,737
6262_02,RoomService,102
6264_01,RoomService,108
6265_01,RoomService,379
6270_01,RoomService,124
6273_01,RoomService,690
6273_02,RoomService,2031
6279_01,RoomService,135
6281_01,RoomService,20
6282_01,RoomService,158
6283_02,RoomService,2
6285_02,RoomService,2
6290_01,RoomService,78
6301_01,RoomService,17
6302_05,RoomService,1669
6305_02,RoomService,3616
6313_02,RoomService,6
6317_01,RoomService,898
6319_01,RoomService,458
6320_01,RoomService,78
6323_01,RoomService,3
6323_02,RoomService,2
6324_01,RoomService,19
6324_03,RoomService,1
6328_03,RoomService,627
6334_05,RoomService,5
6335_01,RoomService,18
6340_02,RoomService,484
6341_01,RoomService,1884
6346_01,RoomService,2223
6346_02,RoomService,676
6348_01,RoomService,49
6349_01,RoomService,593
6354_01,RoomService,410
6357_01,RoomService,106
6367_01,RoomService,1960
6367_02,RoomService,114
6368_01,RoomService,360
6369_01,RoomService,577
6371_01,RoomService,858
6372_01,RoomService,773
6373_01,RoomService,801
6374_01,RoomService,1144
6380_03,RoomService,2
6381_01,RoomService,358
6385_01,RoomService,435
6397_01,RoomService,114
6405_01,RoomService,54
6408_01,RoomService,431
6412_01,RoomService,59
6414_01,RoomService,294
6416_01,RoomService,365
6418_01,RoomService,93
6422_01,RoomService,1533
6422_03,RoomService,1233
6422_04,RoomService,801
6431_01,RoomService,24
6431_03,RoomService,30
6432_01,RoomService,114
6433_01,RoomService,83
6436_01,RoomService,552
6437_01,RoomService,14
6443_05,RoomService,45
6446_01,RoomService,810
6449_02,RoomService,636
6451_01,RoomService,610
6456_01,RoomService,32
6462_02,RoomService,899
6463_01,RoomService,1256
6464_01,RoomService,22
6468_04,RoomService,1179
6470_01,RoomService,14
6478_01,RoomService,1290
6480_01,RoomService,352
6481_01,RoomService,89
6482_01,RoomService,414
6494_01,RoomService,1192
6500_01,RoomService,1
6508_01,RoomService,397
6509_01,RoomService,601
6511_01,RoomService,151
6513_01,RoomService,57
6514_01,RoomService,19
6517_01,RoomService,388
6530_01,RoomService,127
6535_01,RoomService,771
6546_01,RoomService,228
6547_01,RoomService,861
6548_01,RoomService,395
6549_01,RoomService,1979
6549_02,RoomService,1143
6558_01,RoomService,3
6560_01,RoomService,699
6561_01,RoomService,19
6565_01,RoomService,2081
6565_02,RoomService,126
6567_02,RoomService,18
6568_01,RoomService,695
6585_02,RoomService,289
6588_01,RoomService,115
6591_01,RoomService,285
6595_01,RoomService,102
6601_01,RoomService,2
6602_01,RoomService,94
6603_01,RoomService,68
6606_01,RoomService,166
6608_01,RoomService,588
6611_01,RoomService,635
6616_01,RoomService,2532
6618_01,RoomService,345
6622_01,RoomService,752
6624_01,RoomService,1175
6625_02,RoomService,3
6637_01,RoomService,1228
6647_01,RoomService,2
6650_01,RoomService,12
6660_01,RoomService,590
6663_01,RoomService,402
6663_02,RoomService,90
6665_02,RoomService,4
6668_02,RoomService,17
6669_01,RoomService,32
6670_01,RoomService,864
6671_02,RoomService,1002
6671_03,RoomService,1880
6672_03,RoomService,77
6673_01,RoomService,1595
6675_01,RoomService,707
6675_02,RoomService,61
6691_01,RoomService,62
6698_01,RoomService,239
6708_03,RoomService,994
6713_01,RoomService,700
6718_01,RoomService,18
6726_01,RoomService,68
6729_03,RoomService,2664
6731_01,RoomService,3135
6736_01,RoomService,1373
6741_02,RoomService,103
6742_01,RoomService,1288
6744_01,RoomService,1244
6744_02,RoomService,1717
6744_03,RoomService,1337
6744_05,RoomService,1203
6745_01,RoomService,545
6748_03,RoomService,1610
6748_04,RoomService,470
6757_01,RoomService,1964
6758_01,RoomService,76
6760_01,RoomService,51
6764_01,RoomService,2937
6764_02,RoomService,76
6766_01,RoomService,399
6773_01,RoomService,47
6776_01,RoomService,1
6780_02,RoomService,2167
6786_01,RoomService,8
6787_03,RoomService,108
6787_07,RoomService,113
6788_01,RoomService,2
6789_01,RoomService,866
6792_01,RoomService,145
6794_01,RoomService,20
6796_01,RoomService,470
6798_01,RoomService,3
6802_01,RoomService,1751
6805_01,RoomService,52
6806_01,RoomService,14
6810_02,RoomService,768
6813_01,RoomService,38
6814_01,RoomService,1339
6816_02,RoomService,944
6817_01,RoomService,21
6818_01,RoomService,32
6821_01,RoomService,142
6825_02,RoomService,3481
6827_01,RoomService,181
6829_02,RoomService,355
6833_01,RoomService,7
6839_01,RoomService,1912
6844_01,RoomService,71
6850_01,RoomService,735
6850_03,RoomService,2
6854_01,RoomService,3211
6857_01,RoomService,22
6865_01,RoomService,69
6866_02,RoomService,6103
6871_01,RoomService,190
6873_01,RoomService,362
6880_01,RoomService,2191
6889_01,RoomService,862
6891_01,RoomService,725
6896_01,RoomService,473
6898_01,RoomService,146
6901_01,RoomService,501
6905_01,RoomService,130
6905_03,RoomService,43
6906_01,RoomService,1719
6906_02,RoomService,528
6910_01,RoomService,173
6911_01,RoomService,118
6913_02,RoomService,1988
6917_01,RoomService,995
6921_03,RoomService,69
6926_01,RoomService,1944
6928_01,RoomService,439
6929_03,RoomService,9
6932_01,RoomService,559
6934_01,RoomService,160
6934_02,RoomService,1228
6939_01,RoomService,245
6940_01,RoomService,9
6946_01,RoomService,28
6951_01,RoomService,26
6954_01,RoomService,1998
6954_02,RoomService,969
6957_01,RoomService,135
6960_01,RoomService,60
6963_01,RoomService,3839
6966_01,RoomService,951
6970_01,RoomService,3358
6970_02,RoomService,456
6973_01,RoomService,1
6976_01,RoomService,27
6979_01,RoomService,712
6980_01,RoomService,3
6984_01,RoomService,1967
6984_03,RoomService,1962
6988_01,RoomService,554
6990_01,RoomService,1
6997_01,RoomService,1058
6997_02,RoomService,2261
6999_01,RoomService,907
7002_01,RoomService,888
7008_01,RoomService,779
7010_01,RoomService,418
7011_01,RoomService,468
7027_01,RoomService,26
7034_01,RoomService,1216
7037_01,RoomService,782
7039_01,RoomService,56
7044_01,RoomService,235
7045_01,RoomService,1043
7048_01,RoomService,332
7051_01,RoomService,42
7053_01,RoomService,64
7057_01,RoomService,3332
7060_01,RoomService,2224
7061_01,RoomService,4
7071_01,RoomService,526
7072_01,RoomService,1
7077_01,RoomService,21
7078_01,RoomService,244
7082_01,RoomService,143
7085_01,RoomService,453
7086_01,RoomService,590
7089_01,RoomService,1040
7092_01,RoomService,61
7094_01,RoomService,10
7097_03,RoomService,527
7098_01,RoomService,3
7099_01,RoomService,301
7104_01,RoomService,906
7104_02,RoomService,159
7111_01,RoomService,1058
7113_02,RoomService,9
7119_01,RoomService,415
7126_01,RoomService,3
7128_01,RoomService,1
7132_01,RoomService,602
7133_01,RoomService,457
7143_01,RoomService,907
7151_01,RoomService,288
7157_02,RoomService,1631
7162_01,RoomService,43
7166_01,RoomService,862
7177_01,RoomService,102
7179_01,RoomService,3
7182_01,RoomService,438
7184_01,RoomService,3
7193_01,RoomService,150
7197_01,RoomService,106
7199_01,RoomService,1
7200_01,RoomService,300
7202_01,RoomService,541
7203_01,RoomService,1
7205_01,RoomService,1030
7206_01,RoomService,622
7208_02,RoomService,23
7214_01,RoomService,30
7216_01,RoomService,501
7217_01,RoomService,21
7226_01,RoomService,3191
7227_01,RoomService,741
7234_01,RoomService,593
7238_01,RoomService,180
7240_01,RoomService,197
7240_02,RoomService,49
7246_01,RoomService,1781
7249_01,RoomService,1046
