Source,Target,Amount
3274_03,VRDeck,159
3276_01,VRDeck,483
3280_02,VRDeck,8
3282_03,VRDeck,150
3283_01,VRDeck,1
3283_02,VRDeck,6
3283_03,VRDeck,138
3292_02,VRDeck,299
3293_01,VRDeck,311
3295_01,VRDeck,2
3300_02,VRDeck,132
3309_01,VRDeck,50
3311_01,VRDeck,226
3312_01,VRDeck,9
3314_01,VRDeck,8
3315_01,VRDeck,2031
3317_01,VRDeck,1765
3318_01,VRDeck,401
3319_01,VRDeck,26
3326_01,VRDeck,4
3327_01,VRDeck,772
3328_01,VRDeck,323
3330_01,VRDeck,102
3331_01,VRDeck,50
3337_02,VRDeck,142
3337_03,VRDeck,226
3353_01,VRDeck,59
3353_03,VRDeck,6111
3353_04,VRDeck,201
3353_05,VRDeck,3460
3353_06,VRDeck,605
3359_01,VRDeck,2
3360_01,VRDeck,488
3363_01,VRDeck,1022
3364_01,VRDeck,1467
3371_01,VRDeck,1
3382_01,VRDeck,1
3384_01,VRDeck,205
3384_02,VRDeck,843
3391_02,VRDeck,636
3394_01,VRDeck,4
3397_01,VRDeck,28
3406_01,VRDeck,7
3406_02,VRDeck,1984
3409_01,VRDeck,595
3412_01,VRDeck,15
3425_01,VRDeck,478
3426_01,VRDeck,333
3428_02,VRDeck,3875
3432_01,VRDeck,8
3433_01,VRDeck,119
3437_01,VRDeck,373
3439_04,VRDeck,3291
3440_01,VRDeck,943
3442_01,VRDeck,116
3443_01,VRDeck,29
3447_01,VRDeck,1
3449_01,VRDeck,904
3450_01,VRDeck,466
3450_02,VRDeck,558
3461_01,VRDeck,77
3464_01,VRDeck,93
3465_01,VRDeck,229
3473_01,VRDeck,490
3474_02,VRDeck,1790
3475_02,VRDeck,6569
3475_03,VRDeck,178
3476_04,VRDeck,341
3483_01,VRDeck,13
3485_01,VRDeck,1655
3486_01,VRDeck,5
3487_01,VRDeck,3069
3488_02,VRDeck,1
3490_02,VRDeck,37
3491_01,VRDeck,607
3495_01,VRDeck,80
3495_02,VRDeck,587
3496_02,VRDeck,1
3499_01,VRDeck,20
3511_01,VRDeck,1014
3514_01,VRDeck,465
3519_01,VRDeck,1
3520_01,VRDeck,212
3534_01,VRDeck,566
3537_01,VRDeck,715
3539_01,VRDeck,376
3543_01,VRDeck,139
3548_01,VRDeck,5
3552_01,VRDeck,436
3553_01,VRDeck,2054
3555_01,VRDeck,26
3559_01,VRDeck,55
3562_01,VRDeck,548
3562_02,VRDeck,1
3567_01,VRDeck,340
3573_01,VRDeck,1062
3576_01,VRDeck,1267
3579_01,VRDeck,2260
3584_01,VRDeck,3
3586_01,VRDeck,29
3591_01,VRDeck,1609
3592_01,VRDeck,30
3598_01,VRDeck,14
3609_02,VRDeck,1622
3610_02,VRDeck,1
3614_01,VRDeck,547
3619_01,VRDeck,16337
3622_02,VRDeck,1157
3625_01,VRDeck,62
3630_01,VRDeck,54
3631_01,VRDeck,344
3634_01,VRDeck,1
3636_01,VRDeck,408
3639_01,VRDeck,1
3640_01,VRDeck,876
3642_01,VRDeck,388
3654_01,VRDeck,3
3658_02,VRDeck,4
3662_01,VRDeck,800
3678_01,VRDeck,3
3680_01,VRDeck,2891
3681_02,VRDeck,455
3686_01,VRDeck,64
3692_01,VRDeck,3
3699_02,VRDeck,2102
3699_04,VRDeck,3874
3700_01,VRDeck,180
3705_01,VRDeck,119
3707_01,VRDeck,39
3716_01,VRDeck,2
3732_02,VRDeck,8735
3732_04,VRDeck,71
3733_01,VRDeck,1779
3735_01,VRDeck,346
3735_02,VRDeck,2
3736_01,VRDeck,533
3739_01,VRDeck,418
3747_01,VRDeck,237
3747_03,VRDeck,5563
3750_01,VRDeck,5
3750_02,VRDeck,297
3751_01,VRDeck,658
3752_01,VRDeck,1788
3753_01,VRDeck,3
3758_01,VRDeck,368
3761_01,VRDeck,1113
3767_01,VRDeck,9244
3771_01,VRDeck,4269
3773_03,VRDeck,661
3774_01,VRDeck,317
3774_03,VRDeck,56
3776_01,VRDeck,9
3778_01,VRDeck,786
3781_01,VRDeck,321
3783_01,VRDeck,1103
3784_01,VRDeck,108
3796_01,VRDeck,703
3801_01,VRDeck,437
3804_01,VRDeck,784
3810_01,VRDeck,350
3815_01,VRDeck,80
3816_01,VRDeck,54
3818_01,VRDeck,18
3821_01,VRDeck,867
3822_01,VRDeck,486
3826_01,VRDeck,224
3835_01,VRDeck,8
3838_01,VRDeck,236
3842_01,VRDeck,252
3847_01,VRDeck,1244
3848_01,VRDeck,428
3849_01,VRDeck,421
3850_01,VRDeck,4184
3850_03,VRDeck,1
3850_06,VRDeck,1678
3851_01,VRDeck,305
3862_04,VRDeck,505
3862_07,VRDeck,16
3866_01,VRDeck,963
3868_01,VRDeck,1
3868_05,VRDeck,209
3873_01,VRDeck,11
3874_01,VRDeck,479
3874_02,VRDeck,96
3883_02,VRDeck,2325
3894_01,VRDeck,84
3895_02,VRDeck,1
3904_01,VRDeck,909
3911_02,VRDeck,54
3912_01,VRDeck,49
3913_01,VRDeck,542
3916_01,VRDeck,214
3917_01,VRDeck,2264
3919_01,VRDeck,480
3923_01,VRDeck,622
3924_01,VRDeck,384
3927_01,VRDeck,10786
3927_02,VRDeck,1148
3928_01,VRDeck,1148
3930_01,VRDeck,1
3931_01,VRDeck,2
3932_01,VRDeck,23
3939_01,VRDeck,5
3948_01,VRDeck,5
3949_01,VRDeck,1
3950_01,VRDeck,15
3952_01,VRDeck,12
3959_01,VRDeck,5190
3959_02,VRDeck,20
3960_01,VRDeck,880
3962_02,VRDeck,446
3971_01,VRDeck,41
3976_01,VRDeck,1
3985_01,VRDeck,170
3995_02,VRDeck,421
3995_03,VRDeck,808
3996_01,VRDeck,40
3998_01,VRDeck,1598
4000_02,VRDeck,359
4005_02,VRDeck,1
4006_03,VRDeck,158
4006_04,VRDeck,5
4009_01,VRDeck,14
4013_01,VRDeck,172
4014_01,VRDeck,3039
4014_02,VRDeck,2368
4016_01,VRDeck,55
4017_05,VRDeck,421
4018_01,VRDeck,42
4020_01,VRDeck,4174
4022_01,VRDeck,1
4033_01,VRDeck,47
4039_01,VRDeck,11
4043_01,VRDeck,1577
4045_01,VRDeck,192
4050_01,VRDeck,10173
4055_01,VRDeck,8
4058_01,VRDeck,1
4061_01,VRDeck,155
4066_01,VRDeck,2790
4068_01,VRDeck,2181
4069_01,VRDeck,53
4075_01,VRDeck,12
4076_01,VRDeck,2
4079_01,VRDeck,6
4083_01,VRDeck,35
4084_01,VRDeck,766
4089_01,VRDeck,144
4090_01,VRDeck,2
4091_01,VRDeck,58
4093_01,VRDeck,659
4095_01,VRDeck,208
4096_01,VRDeck,41
4097_01,VRDeck,20
4107_01,VRDeck,276
4110_01,VRDeck,112
4113_02,VRDeck,1
4128_01,VRDeck,23
4129_01,VRDeck,3
4140_01,VRDeck,637
4144_01,VRDeck,290
4149_01,VRDeck,255
4159_01,VRDeck,842
4166_02,VRDeck,30
4167_01,VRDeck,334
4168_01,VRDeck,832
4168_02,VRDeck,542
4169_02,VRDeck,16
4172_02,VRDeck,4
4172_05,VRDeck,42
4173_01,VRDeck,133
4175_01,VRDeck,592
4176_05,VRDeck,36
4177_03,VRDeck,3597
4178_01,VRDeck,773
4181_05,VRDeck,14485
4181_06,VRDeck,1562
4182_01,VRDeck,182
4182_02,VRDeck,186
4182_03,VRDeck,4376
4183_01,VRDeck,77
4184_01,VRDeck,8
4188_01,VRDeck,598
4189_01,VRDeck,1226
4197_02,VRDeck,363
4197_03,VRDeck,82
4203_01,VRDeck,667
4205_01,VRDeck,441
4213_01,VRDeck,196
4219_03,VRDeck,64
4222_02,VRDeck,6
4223_01,VRDeck,334
4229_01,VRDeck,427
4230_01,VRDeck,22
4232_01,VRDeck,43
4233_01,VRDeck,3932
4237_01,VRDeck,13
4244_01,VRDeck,449
4246_01,VRDeck,329
4249_01,VRDeck,387
4249_03,VRDeck,315
4251_01,VRDeck,106
4252_01,VRDeck,33
4253_01,VRDeck,79
4254_01,VRDeck,303
4254_03,VRDeck,22
4256_01,VRDeck,1141
4256_04,VRDeck,813
4256_07,VRDeck,101
4256_08,VRDeck,91
4257_01,VRDeck,293
4258_01,VRDeck,197
4258_02,VRDeck,18
4258_03,VRDeck,146
4261_01,VRDeck,33
4262_02,VRDeck,5116
4264_01,VRDeck,1300
4270_01,VRDeck,5361
4272_01,VRDeck,553
4274_01,VRDeck,1
4278_01,VRDeck,62
4292_01,VRDeck,871
4297_01,VRDeck,2936
4305_01,VRDeck,35
4312_01,VRDeck,7629
4315_01,VRDeck,228
4319_01,VRDeck,233
4329_01,VRDeck,654
4333_01,VRDeck,27
4336_03,VRDeck,830
4336_04,VRDeck,498
4337_01,VRDeck,77
4338_02,VRDeck,293
4338_03,VRDeck,584
4339_01,VRDeck,120
4340_01,VRDeck,4
4344_01,VRDeck,63
4345_01,VRDeck,7
4346_01,VRDeck,59
4349_01,VRDeck,337
4350_02,VRDeck,2330
4352_01,VRDeck,1384
4352_02,VRDeck,1
4354_01,VRDeck,249
4357_01,VRDeck,2071
4358_01,VRDeck,230
4359_01,VRDeck,10
4359_02,VRDeck,155
4359_03,VRDeck,1768
4361_01,VRDeck,331
4362_01,VRDeck,1651
4366_01,VRDeck,5
4370_01,VRDeck,110
4371_01,VRDeck,986
4371_02,VRDeck,4967
4371_04,VRDeck,360
4371_05,VRDeck,2275
4376_01,VRDeck,452
4382_01,VRDeck,445
4386_02,VRDeck,363
4391_01,VRDeck,10
4395_01,VRDeck,31
4399_01,VRDeck,100
4403_01,VRDeck,394
4403_02,VRDeck,361
4409_01,VRDeck,693
4413_01,VRDeck,622
4415_01,VRDeck,39
4422_02,VRDeck,89
4424_01,VRDeck,7
4427_01,VRDeck,2983
4427_02,VRDeck,2908
4428_01,VRDeck,402
4431_01,VRDeck,3
4440_01,VRDeck,71
4441_03,VRDeck,267
4444_01,VRDeck,89
4446_01,VRDeck,448
4446_02,VRDeck,1
4446_04,VRDeck,160
4446_05,VRDeck,2260
4449_01,VRDeck,26
4450_04,VRDeck,3263
4453_01,VRDeck,307
4456_01,VRDeck,125
4457_01,VRDeck,4
4462_01,VRDeck,16
4465_02,VRDeck,1713
4465_03,VRDeck,4560
4466_01,VRDeck,2141
4467_01,VRDeck,32
4469_02,VRDeck,85
4473_01,VRDeck,142
4475_01,VRDeck,2355
4476_01,VRDeck,100
4477_01,VRDeck,17
4479_01,VRDeck,2
4483_01,VRDeck,28
4487_01,VRDeck,49
4490_01,VRDeck,264
4491_01,VRDeck,2825
4496_01,VRDeck,67
4498_07,VRDeck,836
4505_01,VRDeck,2376
4508_01,VRDeck,1
4512_01,VRDeck,24
4516_01,VRDeck,308
4517_01,VRDeck,1290
4518_01,VRDeck,13
4521_01,VRDeck,746
4522_01,VRDeck,633
4529_01,VRDeck,555
4535_02,VRDeck,44
4537_01,VRDeck,1560
4547_01,VRDeck,803
4549_01,VRDeck,1601
4553_01,VRDeck,5353
4555_01,VRDeck,11
4557_01,VRDeck,35
4558_01,VRDeck,2799
4559_01,VRDeck,549
4561_01,VRDeck,4195
4564_01,VRDeck,6
4565_01,VRDeck,16
4567_01,VRDeck,516
4568_01,VRDeck,1825
4569_02,VRDeck,89
4572_01,VRDeck,2
4573_01,VRDeck,4
4574_01,VRDeck,1023
4576_01,VRDeck,13
4581_01,VRDeck,954
4581_02,VRDeck,76
4585_01,VRDeck,1924
4586_01,VRDeck,524
4587_01,VRDeck,4899
4594_01,VRDeck,127
4594_02,VRDeck,20336
4594_03,VRDeck,77
4594_04,VRDeck,5308
4602_01,VRDeck,2
4603_01,VRDeck,229
4603_02,VRDeck,12682
4606_01,VRDeck,556
4606_02,VRDeck,179
4607_01,VRDeck,220
4608_01,VRDeck,2
4609_01,VRDeck,7087
4615_01,VRDeck,9
4617_01,VRDeck,489
4623_01,VRDeck,16
4625_03,VRDeck,18
4625_06,VRDeck,1660
4628_01,VRDeck,610
4630_01,VRDeck,674
4632_03,VRDeck,26
4632_04,VRDeck,1804
4632_05,VRDeck,22
4640_01,VRDeck,131
4641_01,VRDeck,27
4644_01,VRDeck,8
4645_01,VRDeck,2
4646_01,VRDeck,336
4650_01,VRDeck,120
4651_01,VRDeck,405
4653_01,VRDeck,38
4656_01,VRDeck,993
4658_01,VRDeck,1508
4658_02,VRDeck,7303
4661_01,VRDeck,1
4662_01,VRDeck,6803
4662_03,VRDeck,312
4676_01,VRDeck,62
4677_01,VRDeck,1272
4678_01,VRDeck,374
4679_01,VRDeck,2084
4680_01,VRDeck,2
4689_01,VRDeck,366
4693_01,VRDeck,3687
4704_01,VRDeck,2311
4708_01,VRDeck,998
4713_01,VRDeck,1094
4720_01,VRDeck,1
4723_01,VRDeck,502
4723_02,VRDeck,453
4725_01,VRDeck,23
4726_02,VRDeck,1960
4726_03,VRDeck,2630
4726_05,VRDeck,2167
4728_01,VRDeck,583
4730_01,VRDeck,6178
4738_02,VRDeck,2
4739_01,VRDeck,581
4743_01,VRDeck,302
4744_01,VRDeck,6
4748_01,VRDeck,1
4750_01,VRDeck,1647
4750_02,VRDeck,588
4752_01,VRDeck,171
4754_01,VRDeck,321
4757_01,VRDeck,53
4758_01,VRDeck,623
4764_01,VRDeck,56
4770_01,VRDeck,74
4772_01,VRDeck,373
4778_01,VRDeck,6
4782_02,VRDeck,4334
4782_03,VRDeck,240
4783_01,VRDeck,1866
4787_01,VRDeck,754
4790_01,VRDeck,1666
4791_01,VRDeck,42
4793_01,VRDeck,1955
4795_01,VRDeck,40
4796_01,VRDeck,1
4804_01,VRDeck,62
4810_01,VRDeck,451
4813_01,VRDeck,98
4815_01,VRDeck,30
4828_01,VRDeck,512
4830_01,VRDeck,785
4836_02,VRDeck,3
4837_01,VRDeck,44
4838_01,VRDeck,700
4841_02,VRDeck,358
4841_03,VRDeck,12708
4842_01,VRDeck,60
4847_01,VRDeck,86
4848_01,VRDeck,34
4850_01,VRDeck,333
4853_01,VRDeck,12
4856_01,VRDeck,753
4863_01,VRDeck,1362
4864_01,VRDeck,21
4866_01,VRDeck,2
4870_01,VRDeck,176
4873_01,VRDeck,3880
4879_01,VRDeck,483
4882_01,VRDeck,1837
4885_01,VRDeck,502
4886_01,VRDeck,8
4889_01,VRDeck,466
4892_01,VRDeck,1731
4898_01,VRDeck,140
4900_01,VRDeck,10
4901_01,VRDeck,8
4903_01,VRDeck,2203
4910_01,VRDeck,691
4912_01,VRDeck,2
4917_01,VRDeck,27
4933_03,VRDeck,776
4934_01,VRDeck,199
4944_02,VRDeck,2193
4944_03,VRDeck,1539
4970_01,VRDeck,1376
4972_01,VRDeck,79
4973_01,VRDeck,39
4974_01,VRDeck,1225
4977_01,VRDeck,32
4977_02,VRDeck,103
4981_01,VRDeck,7
4981_03,VRDeck,179
4991_01,VRDeck,5
4992_01,VRDeck,4
4999_01,VRDeck,794
5005_01,VRDeck,2
5006_03,VRDeck,3283
5010_01,VRDeck,518
5015_01,VRDeck,253
5019_01,VRDeck,326
5020_01,VRDeck,4
5021_01,VRDeck,213
5023_01,VRDeck,12
5028_01,VRDeck,4411
5034_01,VRDeck,4160
5036_02,VRDeck,895
5040_01,VRDeck,7218
5040_02,VRDeck,101
5042_01,VRDeck,304
5044_01,VRDeck,261
5058_02,VRDeck,191
5060_03,VRDeck,1371
5060_04,VRDeck,9129
5061_02,VRDeck,118
5062_01,VRDeck,5
5064_01,VRDeck,2406
5076_01,VRDeck,5147
5080_01,VRDeck,1
5084_02,VRDeck,754
5088_01,VRDeck,168
5089_01,VRDeck,611
5089_02,VRDeck,41
5091_01,VRDeck,330
5093_01,VRDeck,7865
5109_01,VRDeck,3
5111_01,VRDeck,3541
5111_02,VRDeck,4360
5111_03,VRDeck,521
5122_01,VRDeck,90
5127_01,VRDeck,213
5127_02,VRDeck,119
5133_05,VRDeck,15
5133_08,VRDeck,701
5148_01,VRDeck,916
5152_01,VRDeck,52
5154_01,VRDeck,404
5156_02,VRDeck,1415
5157_01,VRDeck,79
5158_01,VRDeck,61
5162_02,VRDeck,1082
5165_01,VRDeck,270
5166_01,VRDeck,2
5170_01,VRDeck,13
5171_01,VRDeck,501
5174_02,VRDeck,434
5175_01,VRDeck,53
5176_01,VRDeck,9
5182_02,VRDeck,298
5185_01,VRDeck,811
5188_01,VRDeck,44
5190_01,VRDeck,1513
5193_01,VRDeck,647
5197_01,VRDeck,1
5199_01,VRDeck,1
5201_01,VRDeck,40
5204_01,VRDeck,397
5205_01,VRDeck,1132
5206_02,VRDeck,3
5206_03,VRDeck,143
5207_01,VRDeck,436
5207_02,VRDeck,21
5208_02,VRDeck,4828
5218_01,VRDeck,1889
5220_01,VRDeck,19
5224_01,VRDeck,880
5235_01,VRDeck,6
5236_01,VRDeck,96
5243_01,VRDeck,3
5258_01,VRDeck,2
5264_02,VRDeck,486
5265_01,VRDeck,702
5266_01,VRDeck,217
5266_02,VRDeck,12323
5268_01,VRDeck,2
5269_01,VRDeck,31
5274_01,VRDeck,148
5275_01,VRDeck,120
5276_01,VRDeck,1968
5277_01,VRDeck,1232
5279_01,VRDeck,307
5281_01,VRDeck,433
5282_01,VRDeck,816
5282_02,VRDeck,487
5287_01,VRDeck,50
5288_01,VRDeck,57
5290_01,VRDeck,1
5291_01,VRDeck,53
5292_01,VRDeck,60
5314_01,VRDeck,168
5320_02,VRDeck,356
5331_01,VRDeck,340
5333_01,VRDeck,5
5334_02,VRDeck,10
5343_01,VRDeck,1
5344_01,VRDeck,10074
5346_01,VRDeck,63
5347_01,VRDeck,3491
5348_01,VRDeck,39
5350_01,VRDeck,459
5351_01,VRDeck,323
5353_02,VRDeck,118
5355_01,VRDeck,9
5359_01,VRDeck,519
5367_02,VRDeck,1469
5367_03,VRDeck,160
5368_01,VRDeck,1
5372_01,VRDeck,3
5378_01,VRDeck,5558
5384_01,VRDeck,2
5384_02,VRDeck,85
5389_01,VRDeck,26
5390_03,VRDeck,8
5401_01,VRDeck,777
5402_01,VRDeck,4
5406_01,VRDeck,67
5408_02,VRDeck,901
5411_01,VRDeck,1674
5413_01,VRDeck,321
5414_01,VRDeck,122
5414_03,VRDeck,411
5414_04,VRDeck,1544
5415_01,VRDeck,314
5418_01,VRDeck,18
5421_01,VRDeck,3
5423_01,VRDeck,183
5425_01,VRDeck,734
5431_01,VRDeck,720
5436_01,VRDeck,827
5443_01,VRDeck,595
5453_01,VRDeck,5
5455_01,VRDeck,571
5459_01,VRDeck,2187
5466_02,VRDeck,1466
5466_04,VRDeck,12061
5466_05,VRDeck,7730
5467_01,VRDeck,1
5480_01,VRDeck,11213
5483_01,VRDeck,681
5485_01,VRDeck,704
5488_02,VRDeck,531
5488_03,VRDeck,108
5491_01,VRDeck,103
5492_01,VRDeck,14
5494_01,VRDeck,3
5508_01,VRDeck,4
5511_02,VRDeck,1403
5512_01,VRDeck,4090
5512_02,VRDeck,46
5514_03,VRDeck,107
5521_01,VRDeck,124
5523_01,VRDeck,402
5527_01,VRDeck,1755
5528_01,VRDeck,435
5529_01,VRDeck,1814
5535_01,VRDeck,601
5537_01,VRDeck,428
5539_01,VRDeck,8040
5544_01,VRDeck,145
5545_01,VRDeck,77
5546_01,VRDeck,1624
5552_03,VRDeck,137
5555_01,VRDeck,701
5556_01,VRDeck,43
5560_01,VRDeck,27
5561_02,VRDeck,7461
5561_03,VRDeck,4898
5561_04,VRDeck,71
5566_01,VRDeck,20
5568_01,VRDeck,2740
5571_01,VRDeck,503
5574_01,VRDeck,1
5575_01,VRDeck,1560
5583_01,VRDeck,13
5585_02,VRDeck,19
5586_01,VRDeck,1
5589_01,VRDeck,83
5591_01,VRDeck,192
5594_01,VRDeck,14
5596_01,VRDeck,2659
5598_01,VRDeck,208
5599_01,VRDeck,1247
5601_04,VRDeck,78
5602_02,VRDeck,342
5603_01,VRDeck,7121
5606_02,VRDeck,1082
5610_02,VRDeck,10206
5611_02,VRDeck,5543
5613_01,VRDeck,1
5618_01,VRDeck,19
5625_03,VRDeck,57
5631_01,VRDeck,2711
5637_01,VRDeck,715
5639_01,VRDeck,594
5643_03,VRDeck,10
5644_01,VRDeck,6
5647_02,VRDeck,1320
5647_03,VRDeck,1478
5648_01,VRDeck,4817
5648_02,VRDeck,8221
5651_01,VRDeck,40
5652_01,VRDeck,350
5659_01,VRDeck,880
5663_01,VRDeck,144
5667_01,VRDeck,30
5671_01,VRDeck,23
5674_01,VRDeck,1
5684_03,VRDeck,1244
5686_02,VRDeck,812
5689_01,VRDeck,156
5698_01,VRDeck,305
5698_02,VRDeck,704
5710_01,VRDeck,16
5711_01,VRDeck,164
5713_01,VRDeck,45
5716_01,VRDeck,1155
5717_01,VRDeck,141
5719_01,VRDeck,518
5721_02,VRDeck,3726
5722_01,VRDeck,2105
5725_01,VRDeck,383
5728_01,VRDeck,510
5730_01,VRDeck,121
5732_01,VRDeck,754
5733_01,VRDeck,37
5733_02,VRDeck,109
5736_01,VRDeck,618
5737_01,VRDeck,3
5737_02,VRDeck,705
5740_01,VRDeck,7492
5740_02,VRDeck,1297
5742_01,VRDeck,643
5744_01,VRDeck,1
5746_01,VRDeck,139
5748_01,VRDeck,1984
5750_01,VRDeck,356
5751_01,VRDeck,1
5756_02,VRDeck,254
5756_06,VRDeck,26
5756_08,VRDeck,1120
5757_01,VRDeck,1
5763_01,VRDeck,642
5763_02,VRDeck,193
5764_01,VRDeck,1
5765_01,VRDeck,199
5776_01,VRDeck,383
5777_01,VRDeck,765
5778_01,VRDeck,907
5780_01,VRDeck,273
5781_01,VRDeck,594
5783_01,VRDeck,1
5790_01,VRDeck,811
5791_01,VRDeck,5
5792_01,VRDeck,199
5794_01,VRDeck,3379
5796_01,VRDeck,1
5800_01,VRDeck,6
5806_01,VRDeck,583
5808_02,VRDeck,393
5809_01,VRDeck,4
5811_01,VRDeck,2109
5814_06,VRDeck,10
5816_01,VRDeck,387
5818_01,VRDeck,2
5821_01,VRDeck,5615
5827_01,VRDeck,4
5829_01,VRDeck,716
5834_01,VRDeck,218
5848_01,VRDeck,6
5849_01,VRDeck,1104
5852_01,VRDeck,260
5854_01,VRDeck,1903
5855_02,VRDeck,65
5857_01,VRDeck,3831
5858_01,VRDeck,21
5859_01,VRDeck,8
5860_01,VRDeck,88
5861_01,VRDeck,13
5867_01,VRDeck,24
5882_01,VRDeck,1049
5885_01,VRDeck,100
5885_02,VRDeck,909
5885_03,VRDeck,6
5885_07,VRDeck,1818
5886_01,VRDeck,10
5887_02,VRDeck,11
5888_02,VRDeck,1065
5889_01,VRDeck,1292
5901_01,VRDeck,839
5903_01,VRDeck,41
5906_01,VRDeck,262
5913_01,VRDeck,1407
5915_01,VRDeck,749
5924_01,VRDeck,289
5925_01,VRDeck,3780
5925_02,VRDeck,69
5925_03,VRDeck,4757
5927_01,VRDeck,2300
5927_02,VRDeck,25
5927_04,VRDeck,104
5927_06,VRDeck,375
5927_07,VRDeck,2056
5928_01,VRDeck,33
5930_02,VRDeck,517
5931_01,VRDeck,171
5934_01,VRDeck,3
5939_01,VRDeck,126
5941_01,VRDeck,7
5953_01,VRDeck,14
5955_02,VRDeck,805
5957_03,VRDeck,73
5959_01,VRDeck,1227
5960_01,VRDeck,247
5960_02,VRDeck,417
5963_01,VRDeck,585
5965_01,VRDeck,79
5968_01,VRDeck,867
5969_02,VRDeck,6
5971_01,VRDeck,235
5972_01,VRDeck,769
5977_02,VRDeck,24133
5980_01,VRDeck,9
5983_01,VRDeck,13
5985_01,VRDeck,489
5988_01,VRDeck,692
5991_01,VRDeck,2428
5994_01,VRDeck,5
5998_01,VRDeck,323
5999_01,VRDeck,801
6003_01,VRDeck,16
6006_01,VRDeck,3999
6011_01,VRDeck,18
6015_02,VRDeck,2050
6016_01,VRDeck,384
6019_01,VRDeck,5
6020_05,VRDeck,283
6022_01,VRDeck,631
6025_01,VRDeck,175
6027_01,VRDeck,2
6028_01,VRDeck,1393
6028_02,VRDeck,1335
6028_05,VRDeck,45
6029_01,VRDeck,941
6030_03,VRDeck,1
6030_04,VRDeck,4
6031_01,VRDeck,395
6032_02,VRDeck,141
6035_01,VRDeck,827
6036_01,VRDeck,1674
6036_02,VRDeck,3186
6036_03,VRDeck,587
6039_02,VRDeck,757
6043_01,VRDeck,489
6045_01,VRDeck,4
6047_01,VRDeck,243
6049_01,VRDeck,396
6055_01,VRDeck,1652
6058_01,VRDeck,9
6059_01,VRDeck,9
6061_01,VRDeck,48
6062_01,VRDeck,1013
6064_01,VRDeck,17
6066_01,VRDeck,2137
6067_01,VRDeck,1721
6071_01,VRDeck,308
6085_01,VRDeck,3
6086_01,VRDeck,6
6087_01,VRDeck,86
6091_02,VRDeck,527
6092_01,VRDeck,29
6098_01,VRDeck,73
6101_01,VRDeck,3
6102_01,VRDeck,216
6105_01,VRDeck,20
6107_01,VRDeck,525
6108_01,VRDeck,629
6109_01,VRDeck,5648
6110_01,VRDeck,642
6111_05,VRDeck,10
6115_01,VRDeck,21
6117_01,VRDeck,3230
6121_01,VRDeck,35
6121_02,VRDeck,593
6124_01,VRDeck,8
6127_01,VRDeck,309
6128_02,VRDeck,683
6130_01,VRDeck,40
6136_01,VRDeck,1078
6137_02,VRDeck,445
6139_03,VRDeck,988
6141_01,VRDeck,884
6145_01,VRDeck,2383
6149_01,VRDeck,3
6152_02,VRDeck,1017
6156_01,VRDeck,80
6163_01,VRDeck,1174
6169_01,VRDeck,9
6170_01,VRDeck,807
6171_01,VRDeck,9
6174_01,VRDeck,37
6175_01,VRDeck,150
6181_01,VRDeck,1
6192_01,VRDeck,21
6200_01,VRDeck,214
6200_02,VRDeck,2047
6200_03,VRDeck,10270
6201_01,VRDeck,1141
6205_01,VRDeck,1
6213_01,VRDeck,24
6215_01,VRDeck,72
6215_02,VRDeck,11
6218_01,VRDeck,74
6220_01,VRDeck,461
6222_01,VRDeck,657
6223_01,VRDeck,17
6224_01,VRDeck,1963
6225_01,VRDeck,875
6236_01,VRDeck,125
6241_01,VRDeck,950
6253_01,VRDeck,512
6263_02,VRDeck,3554
6264_01,VRDeck,680
6265_01,VRDeck,91
6266_01,VRDeck,45
6270_02,VRDeck,477
6273_01,VRDeck,1596
6279_01,VRDeck,629
6281_01,VRDeck,2
6283_01,VRDeck,1543
6283_02,VRDeck,540
6289_01,VRDeck,272
6290_01,VRDeck,841
6292_01,VRDeck,653
6299_01,VRDeck,159
6301_01,VRDeck,173
6302_01,VRDeck,537
6302_05,VRDeck,90
6304_01,VRDeck,23
6305_02,VRDeck,3303
6308_01,VRDeck,510
6313_01,VRDeck,30
6313_02,VRDeck,2203
6315_01,VRDeck,9837
6317_01,VRDeck,24
6323_01,VRDeck,147
6324_01,VRDeck,177
6328_03,VRDeck,37
6334_06,VRDeck,3
6338_01,VRDeck,102
6340_01,VRDeck,661
6340_02,VRDeck,5477
6341_01,VRDeck,469
6348_01,VRDeck,6985
6349_01,VRDeck,12
6356_01,VRDeck,397
6357_01,VRDeck,925
6363_05,VRDeck,5
6365_01,VRDeck,3167
6366_01,VRDeck,774
6368_01,VRDeck,185
6372_02,VRDeck,329
6372_03,VRDeck,161
6380_01,VRDeck,169
6380_03,VRDeck,1578
6388_01,VRDeck,826
6399_01,VRDeck,1200
6400_01,VRDeck,320
6400_02,VRDeck,10888
6405_01,VRDeck,986
6409_01,VRDeck,629
6412_01,VRDeck,1611
6413_01,VRDeck,827
6416_01,VRDeck,288
6418_01,VRDeck,772
6421_02,VRDeck,432
6431_01,VRDeck,468
6431_03,VRDeck,57
6432_01,VRDeck,2919
6437_01,VRDeck,109
6443_01,VRDeck,1
6443_05,VRDeck,564
6450_01,VRDeck,4666
6451_01,VRDeck,14
6453_01,VRDeck,1724
6455_01,VRDeck,136
6456_01,VRDeck,41
6457_01,VRDeck,82
6464_01,VRDeck,5
6477_01,VRDeck,83
